Algorithms,Algorithm_ID,DPA_METHODS,FEE_METHODS,FES_METHODS,CLF_METHODS,END_METHODS,END_TO_END_METHODS,DPA_METHODS_ID,FEE_METHODS_ID,FES_METHODS_ID,CLF_METHODS_ID,END_METHODS_ID,END_TO_END_METHODS_ID,train_score,test_score,train_time,test_time
TLDUMMY-CSP-ANOVA-P-MLP,"[0, 1, 2, 11, 0, 0]",TLDUMMY,CSP,ANOVA-P,MLP,,,0,1,2,11,0,0,0.6486666666666666,0.5133333333333333,0.3456698417663574,0.19063220024108887
TLDUMMY-CSP-MIC-K-SVM,"[0, 1, 3, 1, 0, 0]",TLDUMMY,CSP,MIC-K,SVM,,,0,1,3,1,0,0,0.6753333333333333,0.5311111111111111,0.2659470081329346,0.18320138454437257
TLDUMMY-CSP-MIC-K-LDA,"[0, 1, 3, 2, 0, 0]",TLDUMMY,CSP,MIC-K,LDA,,,0,1,3,2,0,0,0.6786666666666668,0.5166666666666666,0.2409334659576416,0.19341669082641602
TLDUMMY-CSP-MIC-K-LR,"[0, 1, 3, 3, 0, 0]",TLDUMMY,CSP,MIC-K,LR,,,0,1,3,3,0,0,0.6786666666666668,0.5333333333333332,0.24692010879516602,0.19216127395629884
TLDUMMY-CSP-MIC-K-KNN,"[0, 1, 3, 4, 0, 0]",TLDUMMY,CSP,MIC-K,KNN,,,0,1,3,4,0,0,0.7093333333333334,0.5211111111111111,0.24054651260375975,0.19063882827758788
TLDUMMY-CSP-MIC-K-DTC,"[0, 1, 3, 5, 0, 0]",TLDUMMY,CSP,MIC-K,DTC,,,0,1,3,5,0,0,1.0,0.5,0.2447498321533203,0.18121552467346191
TLDUMMY-CSP-MIC-K-RFC,"[0, 1, 3, 6, 0, 0]",TLDUMMY,CSP,MIC-K,RFC,,,0,1,3,6,0,0,1.0,0.5044444444444445,0.41260409355163574,0.19917209148406984
TLDUMMY-CSP-MIC-K-ETC,"[0, 1, 3, 7, 0, 0]",TLDUMMY,CSP,MIC-K,ETC,,,0,1,3,7,0,0,1.0,0.4966666666666667,0.3763214111328125,0.20590052604675294
TLDUMMY-CSP-MIC-K-ABC,"[0, 1, 3, 8, 0, 0]",TLDUMMY,CSP,MIC-K,ABC,,,0,1,3,8,0,0,0.79,0.5044444444444445,0.3474016904830933,0.19448344707489013
TLDUMMY-CSP-MIC-K-GBC,"[0, 1, 3, 9, 0, 0]",TLDUMMY,CSP,MIC-K,GBC,,,0,1,3,9,0,0,1.0,0.5088888888888888,0.3964207649230957,0.17612073421478272
TLDUMMY-CSP-MIC-K-GNB,"[0, 1, 3, 10, 0, 0]",TLDUMMY,CSP,MIC-K,GNB,,,0,1,3,10,0,0,0.6453333333333333,0.53,0.2315593719482422,0.19687395095825194
TLDUMMY-CSP-MIC-K-MLP,"[0, 1, 3, 11, 0, 0]",TLDUMMY,CSP,MIC-K,MLP,,,0,1,3,11,0,0,0.8066666666666666,0.528888888888889,0.8527764558792115,0.19318957328796388
TLDUMMY-CSP-MIC-P-SVM,"[0, 1, 4, 1, 0, 0]",TLDUMMY,CSP,MIC-P,SVM,,,0,1,4,1,0,0,0.6413333333333334,0.5166666666666666,0.26863553524017336,0.19209733009338378
TLDUMMY-CSP-MIC-P-LDA,"[0, 1, 4, 2, 0, 0]",TLDUMMY,CSP,MIC-P,LDA,,,0,1,4,2,0,0,0.6319999999999999,0.5144444444444444,0.2498828649520874,0.17246179580688475
TLDUMMY-CSP-MIC-P-LR,"[0, 1, 4, 3, 0, 0]",TLDUMMY,CSP,MIC-P,LR,,,0,1,4,3,0,0,0.6306666666666667,0.5133333333333333,0.2506599187850952,0.18138818740844725
TLDUMMY-CSP-MIC-P-KNN,"[0, 1, 4, 4, 0, 0]",TLDUMMY,CSP,MIC-P,KNN,,,0,1,4,4,0,0,0.7226666666666666,0.49444444444444446,0.24622418880462646,0.19238765239715577
TLDUMMY-CSP-MIC-P-DTC,"[0, 1, 4, 5, 0, 0]",TLDUMMY,CSP,MIC-P,DTC,,,0,1,4,5,0,0,1.0,0.5044444444444445,0.24526581764221192,0.1819068431854248
TLDUMMY-CSP-MIC-P-RFC,"[0, 1, 4, 6, 0, 0]",TLDUMMY,CSP,MIC-P,RFC,,,0,1,4,6,0,0,1.0,0.5222222222222221,0.38816916942596436,0.1991598129272461
TLDUMMY-CSP-MIC-P-ETC,"[0, 1, 4, 7, 0, 0]",TLDUMMY,CSP,MIC-P,ETC,,,0,1,4,7,0,0,1.0,0.5055555555555555,0.3503422737121582,0.19083850383758544
TLDUMMY-CSP-MIC-P-ABC,"[0, 1, 4, 8, 0, 0]",TLDUMMY,CSP,MIC-P,ABC,,,0,1,4,8,0,0,0.72,0.51,0.33023321628570557,0.18742425441741944
TLDUMMY-CSP-MIC-P-GBC,"[0, 1, 4, 9, 0, 0]",TLDUMMY,CSP,MIC-P,GBC,,,0,1,4,9,0,0,0.9973333333333333,0.5111111111111111,0.36547467708587644,0.18648860454559327
TLDUMMY-CSP-MIC-P-GNB,"[0, 1, 4, 10, 0, 0]",TLDUMMY,CSP,MIC-P,GNB,,,0,1,4,10,0,0,0.64,0.5166666666666666,0.2414531707763672,0.20365643501281738
TLDUMMY-CSP-MIC-P-MLP,"[0, 1, 4, 11, 0, 0]",TLDUMMY,CSP,MIC-P,MLP,,,0,1,4,11,0,0,0.6646666666666666,0.5,0.4320348262786865,0.15778963565826415
TLDUMMY-CSP-PCA-SVM,"[0, 1, 5, 1, 0, 0]",TLDUMMY,CSP,PCA,SVM,,,0,1,5,1,0,0,0.638,0.51,0.24386193752288818,0.1737131118774414
TLDUMMY-CSP-PCA-LDA,"[0, 1, 5, 2, 0, 0]",TLDUMMY,CSP,PCA,LDA,,,0,1,5,2,0,0,0.6460000000000001,0.5111111111111111,0.2508177042007446,0.18911974430084227
TLDUMMY-CSP-PCA-LR,"[0, 1, 5, 3, 0, 0]",TLDUMMY,CSP,PCA,LR,,,0,1,5,3,0,0,0.6446666666666666,0.5111111111111111,0.2368901252746582,0.18429243564605713
TLDUMMY-CSP-PCA-KNN,"[0, 1, 5, 4, 0, 0]",TLDUMMY,CSP,PCA,KNN,,,0,1,5,4,0,0,0.718,0.5088888888888888,0.2371908903121948,0.18781805038452148
TLDUMMY-CSP-PCA-DTC,"[0, 1, 5, 5, 0, 0]",TLDUMMY,CSP,PCA,DTC,,,0,1,5,5,0,0,1.0,0.5033333333333333,0.24263269901275636,0.18639237880706788
TLDUMMY-CSP-PCA-RFC,"[0, 1, 5, 6, 0, 0]",TLDUMMY,CSP,PCA,RFC,,,0,1,5,6,0,0,1.0,0.5277777777777778,0.4043391704559326,0.20273261070251464
TLDUMMY-CSP-PCA-ETC,"[0, 1, 5, 7, 0, 0]",TLDUMMY,CSP,PCA,ETC,,,0,1,5,7,0,0,1.0,0.5088888888888888,0.3547036647796631,0.1923093318939209
TLDUMMY-CSP-PCA-ABC,"[0, 1, 5, 8, 0, 0]",TLDUMMY,CSP,PCA,ABC,,,0,1,5,8,0,0,0.7186666666666667,0.5144444444444444,0.33509535789489747,0.20360405445098878
TLDUMMY-CSP-PCA-GBC,"[0, 1, 5, 9, 0, 0]",TLDUMMY,CSP,PCA,GBC,,,0,1,5,9,0,0,0.992,0.5066666666666666,0.3712609767913818,0.19736909866333008
TLDUMMY-CSP-PCA-GNB,"[0, 1, 5, 10, 0, 0]",TLDUMMY,CSP,PCA,GNB,,,0,1,5,10,0,0,0.6406666666666666,0.52,0.23786096572875975,0.184287691116333
TLDUMMY-CSP-PCA-MLP,"[0, 1, 5, 11, 0, 0]",TLDUMMY,CSP,PCA,MLP,,,0,1,5,11,0,0,0.6886666666666665,0.5077777777777778,0.5510063171386719,0.1474757194519043
TLDUMMY-CSP-LASSO-SVM,"[0, 1, 6, 1, 0, 0]",TLDUMMY,CSP,LASSO,SVM,,,0,1,6,1,0,0,0.658,0.5266666666666666,0.24167141914367676,0.175515079498291
TLDUMMY-CSP-LASSO-LDA,"[0, 1, 6, 2, 0, 0]",TLDUMMY,CSP,LASSO,LDA,,,0,1,6,2,0,0,0.6586666666666667,0.5222222222222221,0.23939251899719238,0.19646944999694824
TLDUMMY-CSP-LASSO-LR,"[0, 1, 6, 3, 0, 0]",TLDUMMY,CSP,LASSO,LR,,,0,1,6,3,0,0,0.6633333333333334,0.53,0.24409635066986085,0.1903372049331665
TLDUMMY-CSP-LASSO-KNN,"[0, 1, 6, 4, 0, 0]",TLDUMMY,CSP,LASSO,KNN,,,0,1,6,4,0,0,0.7186666666666667,0.5011111111111111,0.24373931884765626,0.18239002227783202
TLDUMMY-CSP-LASSO-DTC,"[0, 1, 6, 5, 0, 0]",TLDUMMY,CSP,LASSO,DTC,,,0,1,6,5,0,0,1.0,0.49333333333333335,0.24075644016265868,0.20074164867401123
TLDUMMY-CSP-LASSO-RFC,"[0, 1, 6, 6, 0, 0]",TLDUMMY,CSP,LASSO,RFC,,,0,1,6,6,0,0,1.0,0.49444444444444446,0.4008920431137085,0.19782235622406005
TLDUMMY-CSP-LASSO-ETC,"[0, 1, 6, 7, 0, 0]",TLDUMMY,CSP,LASSO,ETC,,,0,1,6,7,0,0,1.0,0.5,0.354493236541748,0.20118324756622313
TLDUMMY-CSP-LASSO-ABC,"[0, 1, 6, 8, 0, 0]",TLDUMMY,CSP,LASSO,ABC,,,0,1,6,8,0,0,0.73,0.5133333333333334,0.32705092430114746,0.21263041496276855
TLDUMMY-CSP-LASSO-GBC,"[0, 1, 6, 9, 0, 0]",TLDUMMY,CSP,LASSO,GBC,,,0,1,6,9,0,0,0.9973333333333333,0.51,0.36685469150543215,0.17942967414855956
TLDUMMY-CSP-LASSO-GNB,"[0, 1, 6, 10, 0, 0]",TLDUMMY,CSP,LASSO,GNB,,,0,1,6,10,0,0,0.6366666666666666,0.5311111111111112,0.23886759281158448,0.19461314678192138
TLDUMMY-CSP-LASSO-MLP,"[0, 1, 6, 11, 0, 0]",TLDUMMY,CSP,LASSO,MLP,,,0,1,6,11,0,0,0.6826666666666668,0.5144444444444444,0.5279018402099609,0.15275790691375732
TLDUMMY-CSP-RFE-SVM,"[0, 1, 7, 1, 0, 0]",TLDUMMY,CSP,RFE,SVM,,,0,1,7,1,0,0,0.6753333333333333,0.5311111111111111,0.2611859321594238,0.18848915100097657
TLDUMMY-CSP-RFE-LDA,"[0, 1, 7, 2, 0, 0]",TLDUMMY,CSP,RFE,LDA,,,0,1,7,2,0,0,0.6786666666666668,0.5166666666666666,0.2368081569671631,0.1887427806854248
TLDUMMY-CSP-RFE-LR,"[0, 1, 7, 3, 0, 0]",TLDUMMY,CSP,RFE,LR,,,0,1,7,3,0,0,0.6786666666666668,0.5333333333333332,0.2481301784515381,0.18399860858917236
TLDUMMY-CSP-RFE-KNN,"[0, 1, 7, 4, 0, 0]",TLDUMMY,CSP,RFE,KNN,,,0,1,7,4,0,0,0.7093333333333334,0.5211111111111111,0.2399935245513916,0.18465864658355713
TLDUMMY-CSP-RFE-DTC,"[0, 1, 7, 5, 0, 0]",TLDUMMY,CSP,RFE,DTC,,,0,1,7,5,0,0,1.0,0.4855555555555555,0.2450127363204956,0.1869450807571411
TLDUMMY-CSP-RFE-RFC,"[0, 1, 7, 6, 0, 0]",TLDUMMY,CSP,RFE,RFC,,,0,1,7,6,0,0,1.0,0.5233333333333332,0.4168780565261841,0.1990379810333252
TLDUMMY-CSP-RFE-ETC,"[0, 1, 7, 7, 0, 0]",TLDUMMY,CSP,RFE,ETC,,,0,1,7,7,0,0,1.0,0.5188888888888888,0.3630995512008667,0.19180479049682617
TLDUMMY-CSP-RFE-ABC,"[0, 1, 7, 8, 0, 0]",TLDUMMY,CSP,RFE,ABC,,,0,1,7,8,0,0,0.79,0.5044444444444445,0.33801445960998533,0.19607069492340087
TLDUMMY-CSP-RFE-GBC,"[0, 1, 7, 9, 0, 0]",TLDUMMY,CSP,RFE,GBC,,,0,1,7,9,0,0,1.0,0.51,0.3988856315612793,0.19904322624206544
TLDUMMY-CSP-RFE-GNB,"[0, 1, 7, 10, 0, 0]",TLDUMMY,CSP,RFE,GNB,,,0,1,7,10,0,0,0.6453333333333333,0.53,0.24043314456939696,0.1813039541244507
TLDUMMY-CSP-RFE-MLP,"[0, 1, 7, 11, 0, 0]",TLDUMMY,CSP,RFE,MLP,,,0,1,7,11,0,0,0.806,0.5211111111111111,0.8881224155426025,0.18398120403289794
TLDUMMY-CSP-RFECV-SVM,"[0, 1, 8, 1, 0, 0]",TLDUMMY,CSP,RFECV,SVM,,,0,1,8,1,0,0,0.6799999999999999,0.5188888888888888,0.4029946804046631,0.17976980209350585
TLDUMMY-CSP-RFECV-LDA,"[0, 1, 8, 2, 0, 0]",TLDUMMY,CSP,RFECV,LDA,,,0,1,8,2,0,0,0.6706666666666667,0.5199999999999999,0.2478560447692871,0.17862823009490966
TLDUMMY-CSP-RFECV-LR,"[0, 1, 8, 3, 0, 0]",TLDUMMY,CSP,RFECV,LR,,,0,1,8,3,0,0,0.6793333333333333,0.5288888888888889,0.24786670207977296,0.19677176475524902
TLDUMMY-CSP-RFECV-KNN,"[0, 1, 8, 4, 0, 0]",TLDUMMY,CSP,RFECV,KNN,,,0,1,8,4,0,0,0.7206666666666668,0.5044444444444445,0.24415740966796876,0.19672839641571044
TLDUMMY-CSP-RFECV-DTC,"[0, 1, 8, 5, 0, 0]",TLDUMMY,CSP,RFECV,DTC,,,0,1,8,5,0,0,1.0,0.4855555555555555,0.2485417127609253,0.18822183609008789
TLDUMMY-CSP-RFECV-RFC,"[0, 1, 8, 6, 0, 0]",TLDUMMY,CSP,RFECV,RFC,,,0,1,8,6,0,0,1.0,0.4988888888888889,0.4210678577423096,0.19949450492858886
TLDUMMY-CSP-RFECV-ETC,"[0, 1, 8, 7, 0, 0]",TLDUMMY,CSP,RFECV,ETC,,,0,1,8,7,0,0,1.0,0.49777777777777776,0.35714054107666016,0.20483031272888183
TLDUMMY-CSP-RFECV-ABC,"[0, 1, 8, 8, 0, 0]",TLDUMMY,CSP,RFECV,ABC,,,0,1,8,8,0,0,0.764,0.5211111111111111,0.3245335817337036,0.1898794651031494
TLDUMMY-CSP-RFECV-GBC,"[0, 1, 8, 9, 0, 0]",TLDUMMY,CSP,RFECV,GBC,,,0,1,8,9,0,0,0.9986666666666666,0.5266666666666666,0.3762150526046753,0.18472371101379395
TLDUMMY-CSP-RFECV-GNB,"[0, 1, 8, 10, 0, 0]",TLDUMMY,CSP,RFECV,GNB,,,0,1,8,10,0,0,0.6346666666666667,0.5277777777777779,0.23853816986083984,0.18588507175445557
TLDUMMY-CSP-RFECV-MLP,"[0, 1, 8, 11, 0, 0]",TLDUMMY,CSP,RFECV,MLP,,,0,1,8,11,0,0,0.7346666666666667,0.5266666666666666,0.6708040237426758,0.1604308605194092
TLDUMMY-TRCSP-SVM,"[0, 2, 0, 1, 0, 0]",TLDUMMY,TRCSP,,SVM,,,0,2,0,1,0,0,0.6953333333333334,0.5333333333333334,0.25026071071624756,0.18533916473388673
TLDUMMY-TRCSP-LDA,"[0, 2, 0, 2, 0, 0]",TLDUMMY,TRCSP,,LDA,,,0,2,0,2,0,0,0.7033333333333333,0.531111111111111,0.25318729877471924,0.203033709526062
TLDUMMY-TRCSP-LR,"[0, 2, 0, 3, 0, 0]",TLDUMMY,TRCSP,,LR,,,0,2,0,3,0,0,0.6980000000000001,0.5366666666666666,0.2629430294036865,0.1939105987548828
TLDUMMY-TRCSP-KNN,"[0, 2, 0, 4, 0, 0]",TLDUMMY,TRCSP,,KNN,,,0,2,0,4,0,0,0.7453333333333332,0.5211111111111111,0.23713796138763427,0.19157395362854004
TLDUMMY-TRCSP-DTC,"[0, 2, 0, 5, 0, 0]",TLDUMMY,TRCSP,,DTC,,,0,2,0,5,0,0,1.0,0.5077777777777778,0.23498973846435547,0.1880861520767212
TLDUMMY-TRCSP-RFC,"[0, 2, 0, 6, 0, 0]",TLDUMMY,TRCSP,,RFC,,,0,2,0,6,0,0,1.0,0.531111111111111,0.4279532194137573,0.2053685188293457
TLDUMMY-TRCSP-ETC,"[0, 2, 0, 7, 0, 0]",TLDUMMY,TRCSP,,ETC,,,0,2,0,7,0,0,1.0,0.5411111111111111,0.3604974985122681,0.19052524566650392
TLDUMMY-TRCSP-ABC,"[0, 2, 0, 8, 0, 0]",TLDUMMY,TRCSP,,ABC,,,0,2,0,8,0,0,0.8626666666666667,0.5266666666666666,0.34337990283966063,0.1864009141921997
TLDUMMY-TRCSP-GBC,"[0, 2, 0, 9, 0, 0]",TLDUMMY,TRCSP,,GBC,,,0,2,0,9,0,0,1.0,0.5322222222222222,0.3834450483322144,0.1949087142944336
TLDUMMY-TRCSP-GNB,"[0, 2, 0, 10, 0, 0]",TLDUMMY,TRCSP,,GNB,,,0,2,0,10,0,0,0.6380000000000001,0.5422222222222222,0.24330339431762696,0.18017034530639647
TLDUMMY-TRCSP-MLP,"[0, 2, 0, 11, 0, 0]",TLDUMMY,TRCSP,,MLP,,,0,2,0,11,0,0,0.9213333333333331,0.4844444444444444,0.9151328563690185,0.1953960180282593
TLDUMMY-TRCSP-ANOVA-K-SVM,"[0, 2, 1, 1, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,SVM,,,0,2,1,1,0,0,0.6953333333333334,0.5333333333333334,0.2457423210144043,0.1876824140548706
TLDUMMY-TRCSP-ANOVA-K-LDA,"[0, 2, 1, 2, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,LDA,,,0,2,1,2,0,0,0.7033333333333333,0.531111111111111,0.2449697494506836,0.18624236583709716
TLDUMMY-TRCSP-ANOVA-K-LR,"[0, 2, 1, 3, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,LR,,,0,2,1,3,0,0,0.6980000000000001,0.5366666666666666,0.24504685401916504,0.19123270511627197
TLDUMMY-TRCSP-ANOVA-K-KNN,"[0, 2, 1, 4, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,KNN,,,0,2,1,4,0,0,0.7453333333333332,0.5211111111111111,0.2615599870681763,0.19746761322021483
TLDUMMY-TRCSP-ANOVA-K-DTC,"[0, 2, 1, 5, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,DTC,,,0,2,1,5,0,0,1.0,0.5166666666666667,0.2391312837600708,0.18867661952972412
TLDUMMY-TRCSP-ANOVA-K-RFC,"[0, 2, 1, 6, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,RFC,,,0,2,1,6,0,0,1.0,0.5333333333333334,0.40140342712402344,0.191469144821167
TLDUMMY-TRCSP-ANOVA-K-ETC,"[0, 2, 1, 7, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,ETC,,,0,2,1,7,0,0,1.0,0.5511111111111111,0.3586104154586792,0.19867994785308837
TLDUMMY-TRCSP-ANOVA-K-ABC,"[0, 2, 1, 8, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,ABC,,,0,2,1,8,0,0,0.8626666666666667,0.5266666666666666,0.33355600833892823,0.19135379791259766
TLDUMMY-TRCSP-ANOVA-K-GBC,"[0, 2, 1, 9, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,GBC,,,0,2,1,9,0,0,1.0,0.5333333333333332,0.3767644166946411,0.18497796058654786
TLDUMMY-TRCSP-ANOVA-K-GNB,"[0, 2, 1, 10, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,GNB,,,0,2,1,10,0,0,0.6380000000000001,0.5422222222222222,0.2433591365814209,0.18657057285308837
TLDUMMY-TRCSP-ANOVA-K-MLP,"[0, 2, 1, 11, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,MLP,,,0,2,1,11,0,0,0.9280000000000002,0.4822222222222222,0.8816508769989013,0.18759067058563234
TLDUMMY-TRCSP-ANOVA-P-SVM,"[0, 2, 2, 1, 0, 0]",TLDUMMY,TRCSP,ANOVA-P,SVM,,,0,2,2,1,0,0,0.5893333333333334,0.4677777777777778,0.24917023181915282,0.18676965236663817
TLDUMMY-TRCSP-ANOVA-P-LDA,"[0, 2, 2, 2, 0, 0]",TLDUMMY,TRCSP,ANOVA-P,LDA,,,0,2,2,2,0,0,0.5860000000000001,0.4644444444444444,0.24357819557189941,0.1898857831954956
TLDUMMY-TRCSP-ANOVA-P-LR,"[0, 2, 2, 3, 0, 0]",TLDUMMY,TRCSP,ANOVA-P,LR,,,0,2,2,3,0,0,0.5820000000000001,0.4655555555555556,0.2425311803817749,0.17667813301086427
