Algorithms,Algorithm_ID,DPA_METHODS,FEE_METHODS,FES_METHODS,CLF_METHODS,END_METHODS,END_TO_END_METHODS,DPA_METHODS_ID,FEE_METHODS_ID,FES_METHODS_ID,CLF_METHODS_ID,END_METHODS_ID,END_TO_END_METHODS_ID,train_score,test_score,train_time,test_time
EA-CSP-ANOVA-K-RFC,"[1, 1, 1, 6, 0, 0]",EA,CSP,ANOVA-K,RFC,,,1,1,1,6,0,0,0.6326666666666667,0.5244444444444444,0.4242753505706787,0.20170879364013672
EA-CSP-ANOVA-K-ETC,"[1, 1, 1, 7, 0, 0]",EA,CSP,ANOVA-K,ETC,,,1,1,1,7,0,0,0.6319999999999999,0.5033333333333333,0.3617443084716797,0.19948935508728027
EA-CSP-ANOVA-K-ABC,"[1, 1, 1, 8, 0, 0]",EA,CSP,ANOVA-K,ABC,,,1,1,1,8,0,0,0.604,0.49111111111111116,0.33871777057647706,0.1936812400817871
EA-CSP-ANOVA-K-GBC,"[1, 1, 1, 9, 0, 0]",EA,CSP,ANOVA-K,GBC,,,1,1,1,9,0,0,0.6446666666666667,0.5077777777777778,0.3878228187561035,0.19440298080444335
EA-CSP-ANOVA-K-GNB,"[1, 1, 1, 10, 0, 0]",EA,CSP,ANOVA-K,GNB,,,1,1,1,10,0,0,0.5640000000000001,0.54,0.25004076957702637,0.19301245212554932
EA-CSP-ANOVA-K-MLP,"[1, 1, 1, 11, 0, 0]",EA,CSP,ANOVA-K,MLP,,,1,1,1,11,0,0,0.6020000000000001,0.5277777777777777,0.8635759592056275,0.19050140380859376
EA-CSP-ANOVA-P-SVM,"[1, 1, 2, 1, 0, 0]",EA,CSP,ANOVA-P,SVM,,,1,1,2,1,0,0,0.5653333333333335,0.5188888888888888,0.2548875331878662,0.18232734203338624
EA-CSP-ANOVA-P-LDA,"[1, 1, 2, 2, 0, 0]",EA,CSP,ANOVA-P,LDA,,,1,1,2,2,0,0,0.5606666666666666,0.5299999999999999,0.24434804916381836,0.19094529151916503
EA-CSP-ANOVA-P-LR,"[1, 1, 2, 3, 0, 0]",EA,CSP,ANOVA-P,LR,,,1,1,2,3,0,0,0.5573333333333333,0.5233333333333332,0.24789621829986572,0.2017199754714966
EA-CSP-ANOVA-P-KNN,"[1, 1, 2, 4, 0, 0]",EA,CSP,ANOVA-P,KNN,,,1,1,2,4,0,0,0.5826666666666667,0.47888888888888886,0.24285643100738524,0.19028229713439943
EA-CSP-ANOVA-P-DTC,"[1, 1, 2, 5, 0, 0]",EA,CSP,ANOVA-P,DTC,,,1,1,2,5,0,0,0.6353333333333333,0.4855555555555555,0.2386626958847046,0.19163408279418945
EA-CSP-ANOVA-P-RFC,"[1, 1, 2, 6, 0, 0]",EA,CSP,ANOVA-P,RFC,,,1,1,2,6,0,0,0.6413333333333333,0.49111111111111116,0.4107762575149536,0.20967411994934082
EA-CSP-ANOVA-P-ETC,"[1, 1, 2, 7, 0, 0]",EA,CSP,ANOVA-P,ETC,,,1,1,2,7,0,0,0.634,0.49222222222222217,0.3527642011642456,0.18641817569732666
EA-CSP-ANOVA-P-ABC,"[1, 1, 2, 8, 0, 0]",EA,CSP,ANOVA-P,ABC,,,1,1,2,8,0,0,0.5966666666666668,0.5077777777777778,0.33160064220428465,0.21062493324279785
EA-CSP-ANOVA-P-GBC,"[1, 1, 2, 9, 0, 0]",EA,CSP,ANOVA-P,GBC,,,1,1,2,9,0,0,0.6333333333333332,0.4766666666666667,0.38146605491638186,0.19668114185333252
EA-CSP-ANOVA-P-GNB,"[1, 1, 2, 10, 0, 0]",EA,CSP,ANOVA-P,GNB,,,1,1,2,10,0,0,0.572,0.5144444444444444,0.2536654233932495,0.1934269666671753
EA-CSP-ANOVA-P-MLP,"[1, 1, 2, 11, 0, 0]",EA,CSP,ANOVA-P,MLP,,,1,1,2,11,0,0,0.5613333333333334,0.5199999999999999,0.3266454219818115,0.18737893104553222
EA-CSP-MIC-K-SVM,"[1, 1, 3, 1, 0, 0]",EA,CSP,MIC-K,SVM,,,1,1,3,1,0,0,0.5813333333333333,0.5055555555555555,0.2580383539199829,0.19030065536499025
EA-CSP-MIC-K-LDA,"[1, 1, 3, 2, 0, 0]",EA,CSP,MIC-K,LDA,,,1,1,3,2,0,0,0.5919999999999999,0.5066666666666666,0.2469851016998291,0.18877134323120118
EA-CSP-MIC-K-LR,"[1, 1, 3, 3, 0, 0]",EA,CSP,MIC-K,LR,,,1,1,3,3,0,0,0.5806666666666667,0.4988888888888889,0.25055646896362305,0.180373477935791
EA-CSP-MIC-K-KNN,"[1, 1, 3, 4, 0, 0]",EA,CSP,MIC-K,KNN,,,1,1,3,4,0,0,0.542,0.5044444444444445,0.24809672832489013,0.1905923843383789
EA-CSP-MIC-K-DTC,"[1, 1, 3, 5, 0, 0]",EA,CSP,MIC-K,DTC,,,1,1,3,5,0,0,0.6306666666666667,0.5011111111111111,0.23632338047027587,0.19669754505157472
EA-CSP-MIC-K-RFC,"[1, 1, 3, 6, 0, 0]",EA,CSP,MIC-K,RFC,,,1,1,3,6,0,0,0.6399999999999999,0.5,0.4011765241622925,0.19124281406402588
EA-CSP-MIC-K-ETC,"[1, 1, 3, 7, 0, 0]",EA,CSP,MIC-K,ETC,,,1,1,3,7,0,0,0.6453333333333333,0.49444444444444446,0.3574077606201172,0.1811145305633545
EA-CSP-MIC-K-ABC,"[1, 1, 3, 8, 0, 0]",EA,CSP,MIC-K,ABC,,,1,1,3,8,0,0,0.6053333333333334,0.4922222222222222,0.3369288444519043,0.213454270362854
EA-CSP-MIC-K-GBC,"[1, 1, 3, 9, 0, 0]",EA,CSP,MIC-K,GBC,,,1,1,3,9,0,0,0.646,0.5044444444444445,0.40228378772735596,0.19474391937255858
EA-CSP-MIC-K-GNB,"[1, 1, 3, 10, 0, 0]",EA,CSP,MIC-K,GNB,,,1,1,3,10,0,0,0.5640000000000001,0.54,0.23929994106292723,0.1854466438293457
EA-CSP-MIC-K-MLP,"[1, 1, 3, 11, 0, 0]",EA,CSP,MIC-K,MLP,,,1,1,3,11,0,0,0.6253333333333334,0.5288888888888887,0.8546700000762939,0.1848428726196289
EA-CSP-MIC-P-SVM,"[1, 1, 4, 1, 0, 0]",EA,CSP,MIC-P,SVM,,,1,1,4,1,0,0,0.5566666666666665,0.5233333333333332,0.26749205589294434,0.19158380031585692
EA-CSP-MIC-P-LDA,"[1, 1, 4, 2, 0, 0]",EA,CSP,MIC-P,LDA,,,1,1,4,2,0,0,0.5626666666666666,0.5144444444444444,0.24205808639526366,0.18695418834686278
EA-CSP-MIC-P-LR,"[1, 1, 4, 3, 0, 0]",EA,CSP,MIC-P,LR,,,1,1,4,3,0,0,0.5593333333333333,0.5277777777777777,0.2436824083328247,0.20096223354339598
EA-CSP-MIC-P-KNN,"[1, 1, 4, 4, 0, 0]",EA,CSP,MIC-P,KNN,,,1,1,4,4,0,0,0.5673333333333334,0.49111111111111105,0.24475772380828859,0.19959547519683837
EA-CSP-MIC-P-DTC,"[1, 1, 4, 5, 0, 0]",EA,CSP,MIC-P,DTC,,,1,1,4,5,0,0,0.6180000000000001,0.5011111111111111,0.2345529556274414,0.1947300672531128
EA-CSP-MIC-P-RFC,"[1, 1, 4, 6, 0, 0]",EA,CSP,MIC-P,RFC,,,1,1,4,6,0,0,0.6206666666666666,0.5144444444444444,0.3919739961624146,0.20305922031402587
EA-CSP-MIC-P-ETC,"[1, 1, 4, 7, 0, 0]",EA,CSP,MIC-P,ETC,,,1,1,4,7,0,0,0.6193333333333333,0.48999999999999994,0.3581224918365479,0.18518648147583008
EA-CSP-MIC-P-ABC,"[1, 1, 4, 8, 0, 0]",EA,CSP,MIC-P,ABC,,,1,1,4,8,0,0,0.5700000000000001,0.5,0.32654666900634766,0.18224847316741943
EA-CSP-MIC-P-GBC,"[1, 1, 4, 9, 0, 0]",EA,CSP,MIC-P,GBC,,,1,1,4,9,0,0,0.6173333333333334,0.5077777777777778,0.35906407833099363,0.19779937267303466
EA-CSP-MIC-P-GNB,"[1, 1, 4, 10, 0, 0]",EA,CSP,MIC-P,GNB,,,1,1,4,10,0,0,0.5646666666666667,0.5177777777777777,0.24859890937805176,0.19751121997833251
EA-CSP-MIC-P-MLP,"[1, 1, 4, 11, 0, 0]",EA,CSP,MIC-P,MLP,,,1,1,4,11,0,0,0.5613333333333334,0.5133333333333333,0.34272184371948244,0.17394621372222902
EA-CSP-PCA-SVM,"[1, 1, 5, 1, 0, 0]",EA,CSP,PCA,SVM,,,1,1,5,1,0,0,0.5606666666666666,0.5044444444444445,0.25684247016906736,0.18738703727722167
EA-CSP-PCA-LDA,"[1, 1, 5, 2, 0, 0]",EA,CSP,PCA,LDA,,,1,1,5,2,0,0,0.5653333333333334,0.5011111111111111,0.23919894695281982,0.1867307186126709
EA-CSP-PCA-LR,"[1, 1, 5, 3, 0, 0]",EA,CSP,PCA,LR,,,1,1,5,3,0,0,0.562,0.49777777777777776,0.24410727024078369,0.18743746280670165
EA-CSP-PCA-KNN,"[1, 1, 5, 4, 0, 0]",EA,CSP,PCA,KNN,,,1,1,5,4,0,0,0.5426666666666666,0.5077777777777778,0.24658877849578859,0.18019790649414064
EA-CSP-PCA-DTC,"[1, 1, 5, 5, 0, 0]",EA,CSP,PCA,DTC,,,1,1,5,5,0,0,0.6133333333333334,0.5044444444444445,0.2502943515777588,0.19052371978759766
EA-CSP-PCA-RFC,"[1, 1, 5, 6, 0, 0]",EA,CSP,PCA,RFC,,,1,1,5,6,0,0,0.6266666666666667,0.5177777777777777,0.4087151050567627,0.20872642993927001
EA-CSP-PCA-ETC,"[1, 1, 5, 7, 0, 0]",EA,CSP,PCA,ETC,,,1,1,5,7,0,0,0.6220000000000001,0.49777777777777776,0.35938661098480223,0.18549153804779053
EA-CSP-PCA-ABC,"[1, 1, 5, 8, 0, 0]",EA,CSP,PCA,ABC,,,1,1,5,8,0,0,0.5700000000000001,0.5066666666666666,0.32082090377807615,0.1822510004043579
EA-CSP-PCA-GBC,"[1, 1, 5, 9, 0, 0]",EA,CSP,PCA,GBC,,,1,1,5,9,0,0,0.634,0.5133333333333333,0.3600275993347168,0.16944689750671388
EA-CSP-PCA-GNB,"[1, 1, 5, 10, 0, 0]",EA,CSP,PCA,GNB,,,1,1,5,10,0,0,0.5606666666666666,0.5422222222222222,0.237174654006958,0.18702974319458007
EA-CSP-PCA-MLP,"[1, 1, 5, 11, 0, 0]",EA,CSP,PCA,MLP,,,1,1,5,11,0,0,0.5559999999999999,0.5122222222222221,0.6311327695846558,0.1583946943283081
EA-CSP-LASSO-SVM,"[1, 1, 6, 1, 0, 0]",EA,CSP,LASSO,SVM,,,1,1,6,1,0,0,0.5706666666666667,0.4922222222222222,0.24028449058532714,0.18272743225097657
EA-CSP-LASSO-LDA,"[1, 1, 6, 2, 0, 0]",EA,CSP,LASSO,LDA,,,1,1,6,2,0,0,0.5613333333333334,0.5111111111111111,0.25457963943481443,0.1932076930999756
EA-CSP-LASSO-LR,"[1, 1, 6, 3, 0, 0]",EA,CSP,LASSO,LR,,,1,1,6,3,0,0,0.5673333333333332,0.4955555555555556,0.24241092205047607,0.18919968605041504
EA-CSP-LASSO-KNN,"[1, 1, 6, 4, 0, 0]",EA,CSP,LASSO,KNN,,,1,1,6,4,0,0,0.5693333333333334,0.4677777777777778,0.2478416919708252,0.18732149600982667
EA-CSP-LASSO-DTC,"[1, 1, 6, 5, 0, 0]",EA,CSP,LASSO,DTC,,,1,1,6,5,0,0,0.6246666666666666,0.49444444444444446,0.24621946811676027,0.1919905424118042
EA-CSP-LASSO-RFC,"[1, 1, 6, 6, 0, 0]",EA,CSP,LASSO,RFC,,,1,1,6,6,0,0,0.6346666666666667,0.4855555555555555,0.4204035758972168,0.20286777019500732
EA-CSP-LASSO-ETC,"[1, 1, 6, 7, 0, 0]",EA,CSP,LASSO,ETC,,,1,1,6,7,0,0,0.6319999999999999,0.5,0.3614912748336792,0.20269789695739746
EA-CSP-LASSO-ABC,"[1, 1, 6, 8, 0, 0]",EA,CSP,LASSO,ABC,,,1,1,6,8,0,0,0.5880000000000001,0.51,0.33384506702423095,0.1899096727371216
EA-CSP-LASSO-GBC,"[1, 1, 6, 9, 0, 0]",EA,CSP,LASSO,GBC,,,1,1,6,9,0,0,0.6453333333333333,0.4922222222222222,0.35279834270477295,0.18906636238098146
EA-CSP-LASSO-GNB,"[1, 1, 6, 10, 0, 0]",EA,CSP,LASSO,GNB,,,1,1,6,10,0,0,0.5746666666666667,0.5344444444444443,0.2576521158218384,0.18648896217346192
EA-CSP-LASSO-MLP,"[1, 1, 6, 11, 0, 0]",EA,CSP,LASSO,MLP,,,1,1,6,11,0,0,0.5873333333333334,0.5188888888888888,0.40160107612609863,0.1714945077896118
EA-CSP-RFE-SVM,"[1, 1, 7, 1, 0, 0]",EA,CSP,RFE,SVM,,,1,1,7,1,0,0,0.5813333333333333,0.5055555555555555,0.24400825500488282,0.18316774368286132
EA-CSP-RFE-LDA,"[1, 1, 7, 2, 0, 0]",EA,CSP,RFE,LDA,,,1,1,7,2,0,0,0.5919999999999999,0.5066666666666666,0.251147723197937,0.18013253211975097
EA-CSP-RFE-LR,"[1, 1, 7, 3, 0, 0]",EA,CSP,RFE,LR,,,1,1,7,3,0,0,0.5806666666666667,0.4988888888888889,0.25244085788726806,0.18507664203643798
EA-CSP-RFE-KNN,"[1, 1, 7, 4, 0, 0]",EA,CSP,RFE,KNN,,,1,1,7,4,0,0,0.542,0.5044444444444445,0.24457216262817383,0.1987375497817993
EA-CSP-RFE-DTC,"[1, 1, 7, 5, 0, 0]",EA,CSP,RFE,DTC,,,1,1,7,5,0,0,0.6353333333333333,0.5077777777777778,0.2492682933807373,0.19906225204467773
EA-CSP-RFE-RFC,"[1, 1, 7, 6, 0, 0]",EA,CSP,RFE,RFC,,,1,1,7,6,0,0,0.638,0.5044444444444445,0.41318707466125487,0.211210298538208
EA-CSP-RFE-ETC,"[1, 1, 7, 7, 0, 0]",EA,CSP,RFE,ETC,,,1,1,7,7,0,0,0.6326666666666667,0.5088888888888888,0.35717158317565917,0.20324335098266602
EA-CSP-RFE-ABC,"[1, 1, 7, 8, 0, 0]",EA,CSP,RFE,ABC,,,1,1,7,8,0,0,0.604,0.49111111111111116,0.32824571132659913,0.18493456840515138
EA-CSP-RFE-GBC,"[1, 1, 7, 9, 0, 0]",EA,CSP,RFE,GBC,,,1,1,7,9,0,0,0.6366666666666667,0.5111111111111111,0.38893914222717285,0.19243578910827636
EA-CSP-RFE-GNB,"[1, 1, 7, 10, 0, 0]",EA,CSP,RFE,GNB,,,1,1,7,10,0,0,0.5640000000000001,0.54,0.24392738342285156,0.19139244556427001
EA-CSP-RFE-MLP,"[1, 1, 7, 11, 0, 0]",EA,CSP,RFE,MLP,,,1,1,7,11,0,0,0.6133333333333333,0.5255555555555554,0.8571816921234131,0.2127924919128418
EA-CSP-RFECV-SVM,"[1, 1, 8, 1, 0, 0]",EA,CSP,RFECV,SVM,,,1,1,8,1,0,0,0.5740000000000001,0.5066666666666666,0.41163313388824463,0.1954214096069336
EA-CSP-RFECV-LDA,"[1, 1, 8, 2, 0, 0]",EA,CSP,RFECV,LDA,,,1,1,8,2,0,0,0.5753333333333334,0.5122222222222221,0.2431321144104004,0.18370208740234376
EA-CSP-RFECV-LR,"[1, 1, 8, 3, 0, 0]",EA,CSP,RFECV,LR,,,1,1,8,3,0,0,0.568,0.5133333333333333,0.2502016305923462,0.19528026580810548
EA-CSP-RFECV-KNN,"[1, 1, 8, 4, 0, 0]",EA,CSP,RFECV,KNN,,,1,1,8,4,0,0,0.5846666666666666,0.4655555555555556,0.24035325050354003,0.1898273229598999
EA-CSP-RFECV-DTC,"[1, 1, 8, 5, 0, 0]",EA,CSP,RFECV,DTC,,,1,1,8,5,0,0,0.6413333333333333,0.4722222222222222,0.23857805728912354,0.1828765869140625
EA-CSP-RFECV-RFC,"[1, 1, 8, 6, 0, 0]",EA,CSP,RFECV,RFC,,,1,1,8,6,0,0,0.658,0.48999999999999994,0.4060002565383911,0.19303836822509765
EA-CSP-RFECV-ETC,"[1, 1, 8, 7, 0, 0]",EA,CSP,RFECV,ETC,,,1,1,8,7,0,0,0.648,0.48777777777777775,0.36031739711761473,0.2027430772781372
EA-CSP-RFECV-ABC,"[1, 1, 8, 8, 0, 0]",EA,CSP,RFECV,ABC,,,1,1,8,8,0,0,0.594,0.4844444444444444,0.3286094903945923,0.21054606437683104
EA-CSP-RFECV-GBC,"[1, 1, 8, 9, 0, 0]",EA,CSP,RFECV,GBC,,,1,1,8,9,0,0,0.6493333333333332,0.4699999999999999,0.3794743299484253,0.18965888023376465
EA-CSP-RFECV-GNB,"[1, 1, 8, 10, 0, 0]",EA,CSP,RFECV,GNB,,,1,1,8,10,0,0,0.568,0.5322222222222222,0.24200241565704345,0.19053452014923095
EA-CSP-RFECV-MLP,"[1, 1, 8, 11, 0, 0]",EA,CSP,RFECV,MLP,,,1,1,8,11,0,0,0.5873333333333334,0.5033333333333333,0.4431879758834839,0.1546339988708496
EA-TRCSP-SVM,"[1, 2, 0, 1, 0, 0]",EA,TRCSP,,SVM,,,1,2,0,1,0,0,0.5873333333333333,0.5411111111111111,0.2482741117477417,0.17829549312591553
EA-TRCSP-LDA,"[1, 2, 0, 2, 0, 0]",EA,TRCSP,,LDA,,,1,2,0,2,0,0,0.6126666666666666,0.5355555555555556,0.2456651210784912,0.19017987251281737
EA-TRCSP-LR,"[1, 2, 0, 3, 0, 0]",EA,TRCSP,,LR,,,1,2,0,3,0,0,0.6093333333333334,0.5277777777777777,0.2346949815750122,0.1913628101348877
EA-TRCSP-KNN,"[1, 2, 0, 4, 0, 0]",EA,TRCSP,,KNN,,,1,2,0,4,0,0,0.596,0.47000000000000003,0.25144500732421876,0.20433969497680665
EA-TRCSP-DTC,"[1, 2, 0, 5, 0, 0]",EA,TRCSP,,DTC,,,1,2,0,5,0,0,0.634,0.5133333333333333,0.2447375774383545,0.19569456577301025
EA-TRCSP-RFC,"[1, 2, 0, 6, 0, 0]",EA,TRCSP,,RFC,,,1,2,0,6,0,0,0.6633333333333333,0.49111111111111105,0.39677164554595945,0.20675153732299806
EA-TRCSP-ETC,"[1, 2, 0, 7, 0, 0]",EA,TRCSP,,ETC,,,1,2,0,7,0,0,0.6639999999999999,0.5233333333333332,0.36005144119262694,0.19656927585601808
EA-TRCSP-ABC,"[1, 2, 0, 8, 0, 0]",EA,TRCSP,,ABC,,,1,2,0,8,0,0,0.6346666666666667,0.5077777777777777,0.31790106296539306,0.18373353481292726
EA-TRCSP-GBC,"[1, 2, 0, 9, 0, 0]",EA,TRCSP,,GBC,,,1,2,0,9,0,0,0.6619999999999999,0.51,0.3798950672149658,0.1912088394165039
EA-TRCSP-GNB,"[1, 2, 0, 10, 0, 0]",EA,TRCSP,,GNB,,,1,2,0,10,0,0,0.6033333333333333,0.5322222222222222,0.2396246910095215,0.19206957817077636
EA-TRCSP-MLP,"[1, 2, 0, 11, 0, 0]",EA,TRCSP,,MLP,,,1,2,0,11,0,0,0.6366666666666666,0.53,0.91035897731781,0.18530590534210206
EA-TRCSP-ANOVA-K-SVM,"[1, 2, 1, 1, 0, 0]",EA,TRCSP,ANOVA-K,SVM,,,1,2,1,1,0,0,0.5873333333333333,0.5411111111111111,0.2527290105819702,0.1881957769393921
EA-TRCSP-ANOVA-K-LDA,"[1, 2, 1, 2, 0, 0]",EA,TRCSP,ANOVA-K,LDA,,,1,2,1,2,0,0,0.6126666666666666,0.5355555555555556,0.24689126014709473,0.2001474142074585
EA-TRCSP-ANOVA-K-LR,"[1, 2, 1, 3, 0, 0]",EA,TRCSP,ANOVA-K,LR,,,1,2,1,3,0,0,0.6093333333333334,0.5277777777777777,0.23362202644348146,0.1955458402633667
EA-TRCSP-ANOVA-K-KNN,"[1, 2, 1, 4, 0, 0]",EA,TRCSP,ANOVA-K,KNN,,,1,2,1,4,0,0,0.596,0.47000000000000003,0.23976075649261475,0.20062570571899413
EA-TRCSP-ANOVA-K-DTC,"[1, 2, 1, 5, 0, 0]",EA,TRCSP,ANOVA-K,DTC,,,1,2,1,5,0,0,0.6293333333333333,0.49333333333333335,0.24850521087646485,0.19109601974487306
EA-TRCSP-ANOVA-K-RFC,"[1, 2, 1, 6, 0, 0]",EA,TRCSP,ANOVA-K,RFC,,,1,2,1,6,0,0,0.6553333333333333,0.4922222222222222,0.4122647523880005,0.2048727512359619
EA-TRCSP-ANOVA-K-ETC,"[1, 2, 1, 7, 0, 0]",EA,TRCSP,ANOVA-K,ETC,,,1,2,1,7,0,0,0.6613333333333333,0.5199999999999999,0.35937020778656004,0.19412798881530763
EA-TRCSP-ANOVA-K-ABC,"[1, 2, 1, 8, 0, 0]",EA,TRCSP,ANOVA-K,ABC,,,1,2,1,8,0,0,0.6346666666666667,0.5077777777777777,0.32789173126220705,0.1909336805343628
EA-TRCSP-ANOVA-K-GBC,"[1, 2, 1, 9, 0, 0]",EA,TRCSP,ANOVA-K,GBC,,,1,2,1,9,0,0,0.666,0.51,0.3960017919540405,0.17677152156829834
EA-TRCSP-ANOVA-K-GNB,"[1, 2, 1, 10, 0, 0]",EA,TRCSP,ANOVA-K,GNB,,,1,2,1,10,0,0,0.6033333333333333,0.5322222222222222,0.24136099815368653,0.19173119068145753
EA-TRCSP-ANOVA-K-MLP,"[1, 2, 1, 11, 0, 0]",EA,TRCSP,ANOVA-K,MLP,,,1,2,1,11,0,0,0.6253333333333333,0.5411111111111111,0.8788638114929199,0.1847770929336548
EA-TRCSP-ANOVA-P-SVM,"[1, 2, 2, 1, 0, 0]",EA,TRCSP,ANOVA-P,SVM,,,1,2,2,1,0,0,0.5806666666666667,0.51,0.256391716003418,0.19633216857910157
EA-TRCSP-ANOVA-P-LDA,"[1, 2, 2, 2, 0, 0]",EA,TRCSP,ANOVA-P,LDA,,,1,2,2,2,0,0,0.5740000000000001,0.5122222222222221,0.24614346027374268,0.20533933639526367
EA-TRCSP-ANOVA-P-LR,"[1, 2, 2, 3, 0, 0]",EA,TRCSP,ANOVA-P,LR,,,1,2,2,3,0,0,0.5746666666666667,0.5044444444444445,0.24518194198608398,0.18688204288482665
EA-TRCSP-ANOVA-P-KNN,"[1, 2, 2, 4, 0, 0]",EA,TRCSP,ANOVA-P,KNN,,,1,2,2,4,0,0,0.576,0.4688888888888889,0.24546847343444825,0.180678391456604
EA-TRCSP-ANOVA-P-DTC,"[1, 2, 2, 5, 0, 0]",EA,TRCSP,ANOVA-P,DTC,,,1,2,2,5,0,0,0.6273333333333333,0.5,0.23873023986816405,0.1892167568206787
EA-TRCSP-ANOVA-P-RFC,"[1, 2, 2, 6, 0, 0]",EA,TRCSP,ANOVA-P,RFC,,,1,2,2,6,0,0,0.648,0.4833333333333333,0.3980735778808594,0.20376291275024414
EA-TRCSP-ANOVA-P-ETC,"[1, 2, 2, 7, 0, 0]",EA,TRCSP,ANOVA-P,ETC,,,1,2,2,7,0,0,0.6446666666666666,0.48,0.3616621017456055,0.18843448162078857
EA-TRCSP-ANOVA-P-ABC,"[1, 2, 2, 8, 0, 0]",EA,TRCSP,ANOVA-P,ABC,,,1,2,2,8,0,0,0.5940000000000001,0.4988888888888889,0.3292733430862427,0.19836349487304689
EA-TRCSP-ANOVA-P-GBC,"[1, 2, 2, 9, 0, 0]",EA,TRCSP,ANOVA-P,GBC,,,1,2,2,9,0,0,0.6413333333333334,0.49444444444444435,0.3600898504257202,0.17867872714996338
EA-TRCSP-ANOVA-P-GNB,"[1, 2, 2, 10, 0, 0]",EA,TRCSP,ANOVA-P,GNB,,,1,2,2,10,0,0,0.6006666666666667,0.5155555555555555,0.2493736743927002,0.17553606033325195
EA-TRCSP-ANOVA-P-MLP,"[1, 2, 2, 11, 0, 0]",EA,TRCSP,ANOVA-P,MLP,,,1,2,2,11,0,0,0.5793333333333334,0.5133333333333333,0.335031533241272,0.17316460609436035
EA-TRCSP-MIC-K-SVM,"[1, 2, 3, 1, 0, 0]",EA,TRCSP,MIC-K,SVM,,,1,2,3,1,0,0,0.5873333333333333,0.5411111111111111,0.273075270652771,0.20599024295806884
EA-TRCSP-MIC-K-LDA,"[1, 2, 3, 2, 0, 0]",EA,TRCSP,MIC-K,LDA,,,1,2,3,2,0,0,0.6126666666666666,0.5355555555555556,0.2498873233795166,0.1885010004043579
EA-TRCSP-MIC-K-LR,"[1, 2, 3, 3, 0, 0]",EA,TRCSP,MIC-K,LR,,,1,2,3,3,0,0,0.6093333333333334,0.5277777777777777,0.24714598655700684,0.1844788074493408
EA-TRCSP-MIC-K-KNN,"[1, 2, 3, 4, 0, 0]",EA,TRCSP,MIC-K,KNN,,,1,2,3,4,0,0,0.596,0.47000000000000003,0.2370370388031006,0.2061988353729248
EA-TRCSP-MIC-K-DTC,"[1, 2, 3, 5, 0, 0]",EA,TRCSP,MIC-K,DTC,,,1,2,3,5,0,0,0.6286666666666667,0.5199999999999999,0.24614036083221436,0.1875016450881958
EA-TRCSP-MIC-K-RFC,"[1, 2, 3, 6, 0, 0]",EA,TRCSP,MIC-K,RFC,,,1,2,3,6,0,0,0.666,0.5022222222222222,0.41244943141937257,0.19178528785705568
EA-TRCSP-MIC-K-ETC,"[1, 2, 3, 7, 0, 0]",EA,TRCSP,MIC-K,ETC,,,1,2,3,7,0,0,0.6626666666666666,0.5077777777777778,0.36242012977600097,0.1992539644241333
EA-TRCSP-MIC-K-ABC,"[1, 2, 3, 8, 0, 0]",EA,TRCSP,MIC-K,ABC,,,1,2,3,8,0,0,0.6346666666666667,0.5077777777777777,0.3333153009414673,0.20491719245910645
EA-TRCSP-MIC-K-GBC,"[1, 2, 3, 9, 0, 0]",EA,TRCSP,MIC-K,GBC,,,1,2,3,9,0,0,0.6653333333333332,0.51,0.387991738319397,0.18645815849304198
EA-TRCSP-MIC-K-GNB,"[1, 2, 3, 10, 0, 0]",EA,TRCSP,MIC-K,GNB,,,1,2,3,10,0,0,0.6033333333333333,0.5322222222222222,0.23576414585113525,0.19354896545410155
EA-TRCSP-MIC-K-MLP,"[1, 2, 3, 11, 0, 0]",EA,TRCSP,MIC-K,MLP,,,1,2,3,11,0,0,0.628,0.5277777777777777,0.8799723625183106,0.19941678047180175
EA-TRCSP-MIC-P-SVM,"[1, 2, 4, 1, 0, 0]",EA,TRCSP,MIC-P,SVM,,,1,2,4,1,0,0,0.5953333333333334,0.5133333333333333,0.26702094078063965,0.17864592075347902
EA-TRCSP-MIC-P-LDA,"[1, 2, 4, 2, 0, 0]",EA,TRCSP,MIC-P,LDA,,,1,2,4,2,0,0,0.5926666666666668,0.5133333333333333,0.24657835960388183,0.19484283924102783
EA-TRCSP-MIC-P-LR,"[1, 2, 4, 3, 0, 0]",EA,TRCSP,MIC-P,LR,,,1,2,4,3,0,0,0.5966666666666667,0.5055555555555555,0.2483365297317505,0.1837212085723877
EA-TRCSP-MIC-P-KNN,"[1, 2, 4, 4, 0, 0]",EA,TRCSP,MIC-P,KNN,,,1,2,4,4,0,0,0.5906666666666667,0.47888888888888886,0.2460303783416748,0.1954892873764038
EA-TRCSP-MIC-P-DTC,"[1, 2, 4, 5, 0, 0]",EA,TRCSP,MIC-P,DTC,,,1,2,4,5,0,0,0.6346666666666667,0.4722222222222222,0.23270986080169678,0.1821272373199463
EA-TRCSP-MIC-P-RFC,"[1, 2, 4, 6, 0, 0]",EA,TRCSP,MIC-P,RFC,,,1,2,4,6,0,0,0.6606666666666665,0.4833333333333333,0.400780463218689,0.19737617969512938
EA-TRCSP-MIC-P-ETC,"[1, 2, 4, 7, 0, 0]",EA,TRCSP,MIC-P,ETC,,,1,2,4,7,0,0,0.6506666666666667,0.4844444444444444,0.35387821197509767,0.20473127365112304
