Algorithms,Algorithm_ID,DPA_METHODS,FEE_METHODS,FES_METHODS,CLF_METHODS,END_METHODS,END_TO_END_METHODS,DPA_METHODS_ID,FEE_METHODS_ID,FES_METHODS_ID,CLF_METHODS_ID,END_METHODS_ID,END_TO_END_METHODS_ID,train_score,test_score,train_time,test_time
TLDUMMY-CSP-ANOVA-K-DTC,"[0, 1, 1, 5, 0, 0]",TLDUMMY,CSP,ANOVA-K,DTC,,,0,1,1,5,0,0,1.0,0.6511111111111112,0.24499120712280273,0.18515539169311523
TLDUMMY-CSP-ANOVA-K-RFC,"[0, 1, 1, 6, 0, 0]",TLDUMMY,CSP,ANOVA-K,RFC,,,0,1,1,6,0,0,1.0,0.6799999999999999,0.41383137702941897,0.19151544570922852
TLDUMMY-CSP-ANOVA-K-ETC,"[0, 1, 1, 7, 0, 0]",TLDUMMY,CSP,ANOVA-K,ETC,,,0,1,1,7,0,0,1.0,0.6711111111111111,0.3409414291381836,0.19094274044036866
TLDUMMY-CSP-ANOVA-K-ABC,"[0, 1, 1, 8, 0, 0]",TLDUMMY,CSP,ANOVA-K,ABC,,,0,1,1,8,0,0,0.9880000000000001,0.6511111111111112,0.3358592510223389,0.196836256980896
TLDUMMY-CSP-ANOVA-K-GBC,"[0, 1, 1, 9, 0, 0]",TLDUMMY,CSP,ANOVA-K,GBC,,,0,1,1,9,0,0,1.0,0.6855555555555556,0.39492957592010497,0.1984581708908081
TLDUMMY-CSP-ANOVA-K-GNB,"[0, 1, 1, 10, 0, 0]",TLDUMMY,CSP,ANOVA-K,GNB,,,0,1,1,10,0,0,0.8073333333333335,0.6200000000000001,0.2425680160522461,0.1979120969772339
TLDUMMY-CSP-ANOVA-K-MLP,"[0, 1, 1, 11, 0, 0]",TLDUMMY,CSP,ANOVA-K,MLP,,,0,1,1,11,0,0,0.9259999999999999,0.678888888888889,0.6587109565734863,0.17016472816467285
TLDUMMY-CSP-ANOVA-P-SVM,"[0, 1, 2, 1, 0, 0]",TLDUMMY,CSP,ANOVA-P,SVM,,,0,1,2,1,0,0,0.8913333333333334,0.7266666666666667,0.2309194803237915,0.18384742736816406
TLDUMMY-CSP-ANOVA-P-LDA,"[0, 1, 2, 2, 0, 0]",TLDUMMY,CSP,ANOVA-P,LDA,,,0,1,2,2,0,0,0.8966666666666667,0.7277777777777777,0.23792562484741211,0.17763311862945558
TLDUMMY-CSP-ANOVA-P-LR,"[0, 1, 2, 3, 0, 0]",TLDUMMY,CSP,ANOVA-P,LR,,,0,1,2,3,0,0,0.8913333333333334,0.7233333333333334,0.23813958168029786,0.1893234968185425
TLDUMMY-CSP-ANOVA-P-KNN,"[0, 1, 2, 4, 0, 0]",TLDUMMY,CSP,ANOVA-P,KNN,,,0,1,2,4,0,0,0.908,0.7355555555555556,0.22556755542755128,0.20225422382354735
TLDUMMY-CSP-ANOVA-P-DTC,"[0, 1, 2, 5, 0, 0]",TLDUMMY,CSP,ANOVA-P,DTC,,,0,1,2,5,0,0,1.0,0.65,0.24330620765686034,0.17492611408233644
TLDUMMY-CSP-ANOVA-P-RFC,"[0, 1, 2, 6, 0, 0]",TLDUMMY,CSP,ANOVA-P,RFC,,,0,1,2,6,0,0,1.0,0.7022222222222222,0.3789351463317871,0.19665241241455078
TLDUMMY-CSP-ANOVA-P-ETC,"[0, 1, 2, 7, 0, 0]",TLDUMMY,CSP,ANOVA-P,ETC,,,0,1,2,7,0,0,1.0,0.7133333333333333,0.3486351728439331,0.1989999532699585
TLDUMMY-CSP-ANOVA-P-ABC,"[0, 1, 2, 8, 0, 0]",TLDUMMY,CSP,ANOVA-P,ABC,,,0,1,2,8,0,0,0.9380000000000001,0.6733333333333332,0.32133500576019286,0.1938638925552368
TLDUMMY-CSP-ANOVA-P-GBC,"[0, 1, 2, 9, 0, 0]",TLDUMMY,CSP,ANOVA-P,GBC,,,0,1,2,9,0,0,1.0,0.6855555555555556,0.353738808631897,0.17144789695739746
TLDUMMY-CSP-ANOVA-P-GNB,"[0, 1, 2, 10, 0, 0]",TLDUMMY,CSP,ANOVA-P,GNB,,,0,1,2,10,0,0,0.8773333333333333,0.7188888888888888,0.24743642807006835,0.19372143745422363
TLDUMMY-CSP-ANOVA-P-MLP,"[0, 1, 2, 11, 0, 0]",TLDUMMY,CSP,ANOVA-P,MLP,,,0,1,2,11,0,0,0.9019999999999999,0.7166666666666667,0.47972493171691893,0.1883917808532715
TLDUMMY-CSP-MIC-K-SVM,"[0, 1, 3, 1, 0, 0]",TLDUMMY,CSP,MIC-K,SVM,,,0,1,3,1,0,0,0.8933333333333333,0.6966666666666667,0.2646624565124512,0.1888373851776123
TLDUMMY-CSP-MIC-K-LDA,"[0, 1, 3, 2, 0, 0]",TLDUMMY,CSP,MIC-K,LDA,,,0,1,3,2,0,0,0.8913333333333332,0.7033333333333334,0.23850860595703124,0.19151701927185058
TLDUMMY-CSP-MIC-K-LR,"[0, 1, 3, 3, 0, 0]",TLDUMMY,CSP,MIC-K,LR,,,0,1,3,3,0,0,0.8926666666666666,0.6977777777777778,0.2382979154586792,0.19602103233337403
TLDUMMY-CSP-MIC-K-KNN,"[0, 1, 3, 4, 0, 0]",TLDUMMY,CSP,MIC-K,KNN,,,0,1,3,4,0,0,0.8859999999999999,0.6366666666666667,0.24241671562194825,0.18874697685241698
TLDUMMY-CSP-MIC-K-DTC,"[0, 1, 3, 5, 0, 0]",TLDUMMY,CSP,MIC-K,DTC,,,0,1,3,5,0,0,1.0,0.6399999999999999,0.23402180671691894,0.1836449384689331
TLDUMMY-CSP-MIC-K-RFC,"[0, 1, 3, 6, 0, 0]",TLDUMMY,CSP,MIC-K,RFC,,,0,1,3,6,0,0,1.0,0.6866666666666666,0.3912447214126587,0.18832225799560548
TLDUMMY-CSP-MIC-K-ETC,"[0, 1, 3, 7, 0, 0]",TLDUMMY,CSP,MIC-K,ETC,,,0,1,3,7,0,0,1.0,0.6822222222222222,0.3690453052520752,0.2043684244155884
TLDUMMY-CSP-MIC-K-ABC,"[0, 1, 3, 8, 0, 0]",TLDUMMY,CSP,MIC-K,ABC,,,0,1,3,8,0,0,0.9880000000000001,0.6511111111111112,0.32231190204620364,0.2095930576324463
TLDUMMY-CSP-MIC-K-GBC,"[0, 1, 3, 9, 0, 0]",TLDUMMY,CSP,MIC-K,GBC,,,0,1,3,9,0,0,1.0,0.6844444444444445,0.4103902101516724,0.19840538501739502
TLDUMMY-CSP-MIC-K-GNB,"[0, 1, 3, 10, 0, 0]",TLDUMMY,CSP,MIC-K,GNB,,,0,1,3,10,0,0,0.8073333333333335,0.6200000000000001,0.23180651664733887,0.18705337047576903
TLDUMMY-CSP-MIC-K-MLP,"[0, 1, 3, 11, 0, 0]",TLDUMMY,CSP,MIC-K,MLP,,,0,1,3,11,0,0,0.9253333333333332,0.6844444444444444,0.5770670890808105,0.16816813945770265
TLDUMMY-CSP-MIC-P-SVM,"[0, 1, 4, 1, 0, 0]",TLDUMMY,CSP,MIC-P,SVM,,,0,1,4,1,0,0,0.8779999999999999,0.7177777777777778,0.2720663070678711,0.1801966667175293
TLDUMMY-CSP-MIC-P-LDA,"[0, 1, 4, 2, 0, 0]",TLDUMMY,CSP,MIC-P,LDA,,,0,1,4,2,0,0,0.8826666666666666,0.7277777777777777,0.24158148765563964,0.1865936279296875
TLDUMMY-CSP-MIC-P-LR,"[0, 1, 4, 3, 0, 0]",TLDUMMY,CSP,MIC-P,LR,,,0,1,4,3,0,0,0.8746666666666666,0.7255555555555555,0.22874174118041993,0.1913915157318115
TLDUMMY-CSP-MIC-P-KNN,"[0, 1, 4, 4, 0, 0]",TLDUMMY,CSP,MIC-P,KNN,,,0,1,4,4,0,0,0.906,0.6944444444444444,0.24417457580566407,0.19150643348693847
TLDUMMY-CSP-MIC-P-DTC,"[0, 1, 4, 5, 0, 0]",TLDUMMY,CSP,MIC-P,DTC,,,0,1,4,5,0,0,1.0,0.6611111111111112,0.24032244682312012,0.1818368911743164
TLDUMMY-CSP-MIC-P-RFC,"[0, 1, 4, 6, 0, 0]",TLDUMMY,CSP,MIC-P,RFC,,,0,1,4,6,0,0,1.0,0.6966666666666667,0.38351123332977294,0.20178630352020263
TLDUMMY-CSP-MIC-P-ETC,"[0, 1, 4, 7, 0, 0]",TLDUMMY,CSP,MIC-P,ETC,,,0,1,4,7,0,0,1.0,0.7011111111111111,0.3616658687591553,0.19469950199127198
TLDUMMY-CSP-MIC-P-ABC,"[0, 1, 4, 8, 0, 0]",TLDUMMY,CSP,MIC-P,ABC,,,0,1,4,8,0,0,0.9373333333333334,0.6733333333333333,0.3264315128326416,0.19245450496673583
TLDUMMY-CSP-MIC-P-GBC,"[0, 1, 4, 9, 0, 0]",TLDUMMY,CSP,MIC-P,GBC,,,0,1,4,9,0,0,1.0,0.6888888888888889,0.3545278549194336,0.18162078857421876
TLDUMMY-CSP-MIC-P-GNB,"[0, 1, 4, 10, 0, 0]",TLDUMMY,CSP,MIC-P,GNB,,,0,1,4,10,0,0,0.8540000000000001,0.7011111111111111,0.23700499534606934,0.1991511583328247
TLDUMMY-CSP-MIC-P-MLP,"[0, 1, 4, 11, 0, 0]",TLDUMMY,CSP,MIC-P,MLP,,,0,1,4,11,0,0,0.8800000000000001,0.7366666666666666,0.4791391611099243,0.18166828155517578
TLDUMMY-CSP-PCA-SVM,"[0, 1, 5, 1, 0, 0]",TLDUMMY,CSP,PCA,SVM,,,0,1,5,1,0,0,0.8640000000000001,0.6977777777777778,0.24183719158172606,0.18876309394836427
TLDUMMY-CSP-PCA-LDA,"[0, 1, 5, 2, 0, 0]",TLDUMMY,CSP,PCA,LDA,,,0,1,5,2,0,0,0.8539999999999999,0.6944444444444444,0.2373727560043335,0.1872859239578247
TLDUMMY-CSP-PCA-LR,"[0, 1, 5, 3, 0, 0]",TLDUMMY,CSP,PCA,LR,,,0,1,5,3,0,0,0.8586666666666666,0.6966666666666667,0.2393343210220337,0.19008419513702393
TLDUMMY-CSP-PCA-KNN,"[0, 1, 5, 4, 0, 0]",TLDUMMY,CSP,PCA,KNN,,,0,1,5,4,0,0,0.8693333333333335,0.6355555555555557,0.23728039264678955,0.18790192604064943
TLDUMMY-CSP-PCA-DTC,"[0, 1, 5, 5, 0, 0]",TLDUMMY,CSP,PCA,DTC,,,0,1,5,5,0,0,1.0,0.6288888888888889,0.24067907333374022,0.18298399448394775
TLDUMMY-CSP-PCA-RFC,"[0, 1, 5, 6, 0, 0]",TLDUMMY,CSP,PCA,RFC,,,0,1,5,6,0,0,1.0,0.6844444444444444,0.3841776132583618,0.19199779033660888
TLDUMMY-CSP-PCA-ETC,"[0, 1, 5, 7, 0, 0]",TLDUMMY,CSP,PCA,ETC,,,0,1,5,7,0,0,1.0,0.6900000000000001,0.3583024740219116,0.20126540660858155
TLDUMMY-CSP-PCA-ABC,"[0, 1, 5, 8, 0, 0]",TLDUMMY,CSP,PCA,ABC,,,0,1,5,8,0,0,0.9386666666666666,0.6677777777777778,0.3212405204772949,0.20495913028717042
TLDUMMY-CSP-PCA-GBC,"[0, 1, 5, 9, 0, 0]",TLDUMMY,CSP,PCA,GBC,,,0,1,5,9,0,0,0.9986666666666666,0.6588888888888889,0.36131963729858396,0.17924420833587645
TLDUMMY-CSP-PCA-GNB,"[0, 1, 5, 10, 0, 0]",TLDUMMY,CSP,PCA,GNB,,,0,1,5,10,0,0,0.8473333333333335,0.6555555555555557,0.2477557420730591,0.19654829502105714
TLDUMMY-CSP-PCA-MLP,"[0, 1, 5, 11, 0, 0]",TLDUMMY,CSP,PCA,MLP,,,0,1,5,11,0,0,0.898,0.6744444444444445,0.5930784940719604,0.17409005165100097
TLDUMMY-CSP-LASSO-SVM,"[0, 1, 6, 1, 0, 0]",TLDUMMY,CSP,LASSO,SVM,,,0,1,6,1,0,0,0.8926666666666667,0.7011111111111111,0.23498871326446533,0.17435991764068604
TLDUMMY-CSP-LASSO-LDA,"[0, 1, 6, 2, 0, 0]",TLDUMMY,CSP,LASSO,LDA,,,0,1,6,2,0,0,0.8913333333333332,0.7,0.2368952989578247,0.18106043338775635
TLDUMMY-CSP-LASSO-LR,"[0, 1, 6, 3, 0, 0]",TLDUMMY,CSP,LASSO,LR,,,0,1,6,3,0,0,0.8960000000000001,0.6855555555555556,0.24027116298675538,0.189397931098938
TLDUMMY-CSP-LASSO-KNN,"[0, 1, 6, 4, 0, 0]",TLDUMMY,CSP,LASSO,KNN,,,0,1,6,4,0,0,0.8873333333333333,0.6588888888888889,0.23773596286773682,0.2027987003326416
TLDUMMY-CSP-LASSO-DTC,"[0, 1, 6, 5, 0, 0]",TLDUMMY,CSP,LASSO,DTC,,,0,1,6,5,0,0,1.0,0.6377777777777778,0.2350839853286743,0.18365902900695802
TLDUMMY-CSP-LASSO-RFC,"[0, 1, 6, 6, 0, 0]",TLDUMMY,CSP,LASSO,RFC,,,0,1,6,6,0,0,1.0,0.6911111111111111,0.3977712392807007,0.20226092338562013
TLDUMMY-CSP-LASSO-ETC,"[0, 1, 6, 7, 0, 0]",TLDUMMY,CSP,LASSO,ETC,,,0,1,6,7,0,0,1.0,0.7088888888888889,0.3542258501052856,0.1813030481338501
TLDUMMY-CSP-LASSO-ABC,"[0, 1, 6, 8, 0, 0]",TLDUMMY,CSP,LASSO,ABC,,,0,1,6,8,0,0,0.96,0.6444444444444445,0.3444401502609253,0.20134546756744384
TLDUMMY-CSP-LASSO-GBC,"[0, 1, 6, 9, 0, 0]",TLDUMMY,CSP,LASSO,GBC,,,0,1,6,9,0,0,1.0,0.6844444444444444,0.3552159070968628,0.1821582078933716
TLDUMMY-CSP-LASSO-GNB,"[0, 1, 6, 10, 0, 0]",TLDUMMY,CSP,LASSO,GNB,,,0,1,6,10,0,0,0.8626666666666667,0.6766666666666666,0.25283920764923096,0.18641359806060792
TLDUMMY-CSP-LASSO-MLP,"[0, 1, 6, 11, 0, 0]",TLDUMMY,CSP,LASSO,MLP,,,0,1,6,11,0,0,0.9040000000000001,0.6911111111111111,0.4786249876022339,0.18742992877960205
TLDUMMY-CSP-RFE-SVM,"[0, 1, 7, 1, 0, 0]",TLDUMMY,CSP,RFE,SVM,,,0,1,7,1,0,0,0.8933333333333333,0.6966666666666667,0.24756245613098143,0.1981031894683838
TLDUMMY-CSP-RFE-LDA,"[0, 1, 7, 2, 0, 0]",TLDUMMY,CSP,RFE,LDA,,,0,1,7,2,0,0,0.8913333333333332,0.7033333333333334,0.24395604133605958,0.19152557849884033
TLDUMMY-CSP-RFE-LR,"[0, 1, 7, 3, 0, 0]",TLDUMMY,CSP,RFE,LR,,,0,1,7,3,0,0,0.8926666666666666,0.6977777777777778,0.24601385593414307,0.18878116607666015
TLDUMMY-CSP-RFE-KNN,"[0, 1, 7, 4, 0, 0]",TLDUMMY,CSP,RFE,KNN,,,0,1,7,4,0,0,0.8859999999999999,0.6366666666666667,0.2308194637298584,0.18767893314361572
TLDUMMY-CSP-RFE-DTC,"[0, 1, 7, 5, 0, 0]",TLDUMMY,CSP,RFE,DTC,,,0,1,7,5,0,0,1.0,0.6566666666666667,0.24343132972717285,0.18333678245544432
TLDUMMY-CSP-RFE-RFC,"[0, 1, 7, 6, 0, 0]",TLDUMMY,CSP,RFE,RFC,,,0,1,7,6,0,0,1.0,0.6733333333333333,0.3852484464645386,0.20455124378204345
TLDUMMY-CSP-RFE-ETC,"[0, 1, 7, 7, 0, 0]",TLDUMMY,CSP,RFE,ETC,,,0,1,7,7,0,0,1.0,0.6844444444444444,0.36810126304626467,0.19124200344085693
TLDUMMY-CSP-RFE-ABC,"[0, 1, 7, 8, 0, 0]",TLDUMMY,CSP,RFE,ABC,,,0,1,7,8,0,0,0.9880000000000001,0.6511111111111112,0.32636346817016604,0.20115265846252442
TLDUMMY-CSP-RFE-GBC,"[0, 1, 7, 9, 0, 0]",TLDUMMY,CSP,RFE,GBC,,,0,1,7,9,0,0,1.0,0.6888888888888889,0.3900020599365234,0.18890061378479003
TLDUMMY-CSP-RFE-GNB,"[0, 1, 7, 10, 0, 0]",TLDUMMY,CSP,RFE,GNB,,,0,1,7,10,0,0,0.8073333333333335,0.6200000000000001,0.24152026176452637,0.18195106983184814
TLDUMMY-CSP-RFE-MLP,"[0, 1, 7, 11, 0, 0]",TLDUMMY,CSP,RFE,MLP,,,0,1,7,11,0,0,0.9233333333333335,0.6855555555555556,0.6155842065811157,0.18107426166534424
TLDUMMY-CSP-RFECV-SVM,"[0, 1, 8, 1, 0, 0]",TLDUMMY,CSP,RFECV,SVM,,,0,1,8,1,0,0,0.8966666666666667,0.7166666666666666,0.4359890937805176,0.18413908481597902
TLDUMMY-CSP-RFECV-LDA,"[0, 1, 8, 2, 0, 0]",TLDUMMY,CSP,RFECV,LDA,,,0,1,8,2,0,0,0.9013333333333333,0.7177777777777777,0.2441089391708374,0.18924012184143066
TLDUMMY-CSP-RFECV-LR,"[0, 1, 8, 3, 0, 0]",TLDUMMY,CSP,RFECV,LR,,,0,1,8,3,0,0,0.8986666666666668,0.7188888888888888,0.23929226398468018,0.18608572483062744
TLDUMMY-CSP-RFECV-KNN,"[0, 1, 8, 4, 0, 0]",TLDUMMY,CSP,RFECV,KNN,,,0,1,8,4,0,0,0.9033333333333333,0.7166666666666666,0.24065890312194824,0.1963289499282837
TLDUMMY-CSP-RFECV-DTC,"[0, 1, 8, 5, 0, 0]",TLDUMMY,CSP,RFECV,DTC,,,0,1,8,5,0,0,1.0,0.6455555555555555,0.23394954204559326,0.1854086399078369
TLDUMMY-CSP-RFECV-RFC,"[0, 1, 8, 6, 0, 0]",TLDUMMY,CSP,RFECV,RFC,,,0,1,8,6,0,0,1.0,0.7011111111111111,0.41579904556274416,0.20835456848144532
TLDUMMY-CSP-RFECV-ETC,"[0, 1, 8, 7, 0, 0]",TLDUMMY,CSP,RFECV,ETC,,,0,1,8,7,0,0,1.0,0.71,0.3338109731674194,0.1927952766418457
TLDUMMY-CSP-RFECV-ABC,"[0, 1, 8, 8, 0, 0]",TLDUMMY,CSP,RFECV,ABC,,,0,1,8,8,0,0,0.9506666666666668,0.6588888888888889,0.33640413284301757,0.20899622440338134
TLDUMMY-CSP-RFECV-GBC,"[0, 1, 8, 9, 0, 0]",TLDUMMY,CSP,RFECV,GBC,,,0,1,8,9,0,0,1.0,0.6933333333333334,0.3676905155181885,0.20091216564178466
TLDUMMY-CSP-RFECV-GNB,"[0, 1, 8, 10, 0, 0]",TLDUMMY,CSP,RFECV,GNB,,,0,1,8,10,0,0,0.8753333333333334,0.7155555555555555,0.2395871877670288,0.19221270084381104
TLDUMMY-CSP-RFECV-MLP,"[0, 1, 8, 11, 0, 0]",TLDUMMY,CSP,RFECV,MLP,,,0,1,8,11,0,0,0.9146666666666666,0.7077777777777777,0.5229974508285522,0.16902432441711426
TLDUMMY-TRCSP-SVM,"[0, 2, 0, 1, 0, 0]",TLDUMMY,TRCSP,,SVM,,,0,2,0,1,0,0,0.8326666666666667,0.668888888888889,0.25028860569000244,0.18072738647460937
TLDUMMY-TRCSP-LDA,"[0, 2, 0, 2, 0, 0]",TLDUMMY,TRCSP,,LDA,,,0,2,0,2,0,0,0.8200000000000001,0.678888888888889,0.24483206272125244,0.1898491621017456
TLDUMMY-TRCSP-LR,"[0, 2, 0, 3, 0, 0]",TLDUMMY,TRCSP,,LR,,,0,2,0,3,0,0,0.836,0.68,0.25732829570770266,0.19229209423065186
TLDUMMY-TRCSP-KNN,"[0, 2, 0, 4, 0, 0]",TLDUMMY,TRCSP,,KNN,,,0,2,0,4,0,0,0.8300000000000001,0.5744444444444443,0.23068413734436036,0.1926584482192993
TLDUMMY-TRCSP-DTC,"[0, 2, 0, 5, 0, 0]",TLDUMMY,TRCSP,,DTC,,,0,2,0,5,0,0,1.0,0.6244444444444446,0.23030509948730468,0.16909492015838623
TLDUMMY-TRCSP-RFC,"[0, 2, 0, 6, 0, 0]",TLDUMMY,TRCSP,,RFC,,,0,2,0,6,0,0,1.0,0.6466666666666667,0.38010659217834475,0.19045674800872803
TLDUMMY-TRCSP-ETC,"[0, 2, 0, 7, 0, 0]",TLDUMMY,TRCSP,,ETC,,,0,2,0,7,0,0,1.0,0.6333333333333333,0.3572234153747559,0.19758076667785646
TLDUMMY-TRCSP-ABC,"[0, 2, 0, 8, 0, 0]",TLDUMMY,TRCSP,,ABC,,,0,2,0,8,0,0,0.9353333333333331,0.6366666666666667,0.3212952852249146,0.18985204696655272
TLDUMMY-TRCSP-GBC,"[0, 2, 0, 9, 0, 0]",TLDUMMY,TRCSP,,GBC,,,0,2,0,9,0,0,1.0,0.6522222222222223,0.3916159629821777,0.20117223262786865
TLDUMMY-TRCSP-GNB,"[0, 2, 0, 10, 0, 0]",TLDUMMY,TRCSP,,GNB,,,0,2,0,10,0,0,0.7026666666666668,0.6222222222222222,0.23291590213775634,0.19014203548431396
TLDUMMY-TRCSP-MLP,"[0, 2, 0, 11, 0, 0]",TLDUMMY,TRCSP,,MLP,,,0,2,0,11,0,0,0.9306666666666666,0.6122222222222222,0.916972541809082,0.190697979927063
TLDUMMY-TRCSP-ANOVA-K-SVM,"[0, 2, 1, 1, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,SVM,,,0,2,1,1,0,0,0.8326666666666667,0.668888888888889,0.23928120136260986,0.18269670009613037
TLDUMMY-TRCSP-ANOVA-K-LDA,"[0, 2, 1, 2, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,LDA,,,0,2,1,2,0,0,0.8200000000000001,0.678888888888889,0.23978679180145263,0.18737361431121827
TLDUMMY-TRCSP-ANOVA-K-LR,"[0, 2, 1, 3, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,LR,,,0,2,1,3,0,0,0.836,0.68,0.24850201606750488,0.18976833820343017
TLDUMMY-TRCSP-ANOVA-K-KNN,"[0, 2, 1, 4, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,KNN,,,0,2,1,4,0,0,0.8300000000000001,0.5744444444444443,0.244414758682251,0.1941626787185669
TLDUMMY-TRCSP-ANOVA-K-DTC,"[0, 2, 1, 5, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,DTC,,,0,2,1,5,0,0,1.0,0.6222222222222223,0.2382336139678955,0.1968224048614502
TLDUMMY-TRCSP-ANOVA-K-RFC,"[0, 2, 1, 6, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,RFC,,,0,2,1,6,0,0,1.0,0.6344444444444444,0.38858492374420167,0.19936666488647461
TLDUMMY-TRCSP-ANOVA-K-ETC,"[0, 2, 1, 7, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,ETC,,,0,2,1,7,0,0,1.0,0.6377777777777778,0.34186878204345705,0.19342236518859862
TLDUMMY-TRCSP-ANOVA-K-ABC,"[0, 2, 1, 8, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,ABC,,,0,2,1,8,0,0,0.9353333333333331,0.6366666666666667,0.3182283163070679,0.190704345703125
TLDUMMY-TRCSP-ANOVA-K-GBC,"[0, 2, 1, 9, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,GBC,,,0,2,1,9,0,0,1.0,0.6488888888888888,0.3826335906982422,0.2058637857437134
TLDUMMY-TRCSP-ANOVA-K-GNB,"[0, 2, 1, 10, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,GNB,,,0,2,1,10,0,0,0.7026666666666668,0.6222222222222222,0.24730091094970702,0.195640230178833
TLDUMMY-TRCSP-ANOVA-K-MLP,"[0, 2, 1, 11, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,MLP,,,0,2,1,11,0,0,0.9366666666666668,0.6077777777777779,0.9596725702285767,0.1992089033126831
TLDUMMY-TRCSP-ANOVA-P-SVM,"[0, 2, 2, 1, 0, 0]",TLDUMMY,TRCSP,ANOVA-P,SVM,,,0,2,2,1,0,0,0.818,0.6666666666666667,0.26576569080352785,0.1994891881942749
TLDUMMY-TRCSP-ANOVA-P-LDA,"[0, 2, 2, 2, 0, 0]",TLDUMMY,TRCSP,ANOVA-P,LDA,,,0,2,2,2,0,0,0.8153333333333332,0.6733333333333335,0.26862032413482667,0.20914199352264404
