Algorithms,Algorithm_ID,DPA_METHODS,FEE_METHODS,FES_METHODS,CLF_METHODS,END_METHODS,END_TO_END_METHODS,DPA_METHODS_ID,FEE_METHODS_ID,FES_METHODS_ID,CLF_METHODS_ID,END_METHODS_ID,END_TO_END_METHODS_ID,train_score,test_score,train_time,test_time
TLDUMMY-CSP-MIC-K-LDA,"[0, 1, 3, 2, 0, 0]",TLDUMMY,CSP,MIC-K,LDA,,,0,1,3,2,0,0,0.5833333333333334,0.6066666666666667,0.2455444097518921,0.1855246067047119
TLDUMMY-CSP-MIC-K-LR,"[0, 1, 3, 3, 0, 0]",TLDUMMY,CSP,MIC-K,LR,,,0,1,3,3,0,0,0.5839999999999999,0.6022222222222222,0.2689004898071289,0.22683281898498536
TLDUMMY-CSP-MIC-K-KNN,"[0, 1, 3, 4, 0, 0]",TLDUMMY,CSP,MIC-K,KNN,,,0,1,3,4,0,0,0.6766666666666666,0.5411111111111111,0.24392344951629638,0.21214399337768555
TLDUMMY-CSP-MIC-K-DTC,"[0, 1, 3, 5, 0, 0]",TLDUMMY,CSP,MIC-K,DTC,,,0,1,3,5,0,0,1.0,0.5166666666666667,0.24368607997894287,0.1850133180618286
TLDUMMY-CSP-MIC-K-RFC,"[0, 1, 3, 6, 0, 0]",TLDUMMY,CSP,MIC-K,RFC,,,0,1,3,6,0,0,1.0,0.5733333333333333,0.41537039279937743,0.2047950029373169
TLDUMMY-CSP-MIC-K-ETC,"[0, 1, 3, 7, 0, 0]",TLDUMMY,CSP,MIC-K,ETC,,,0,1,3,7,0,0,1.0,0.5733333333333333,0.3587071895599365,0.1962026596069336
TLDUMMY-CSP-MIC-K-ABC,"[0, 1, 3, 8, 0, 0]",TLDUMMY,CSP,MIC-K,ABC,,,0,1,3,8,0,0,0.8099999999999999,0.5866666666666666,0.33041403293609617,0.18870716094970702
TLDUMMY-CSP-MIC-K-GBC,"[0, 1, 3, 9, 0, 0]",TLDUMMY,CSP,MIC-K,GBC,,,0,1,3,9,0,0,1.0,0.5744444444444443,0.4376747846603394,0.19933137893676758
TLDUMMY-CSP-MIC-K-GNB,"[0, 1, 3, 10, 0, 0]",TLDUMMY,CSP,MIC-K,GNB,,,0,1,3,10,0,0,0.5426666666666667,0.5011111111111111,0.2430567741394043,0.18497886657714843
TLDUMMY-CSP-MIC-K-MLP,"[0, 1, 3, 11, 0, 0]",TLDUMMY,CSP,MIC-K,MLP,,,0,1,3,11,0,0,0.7993333333333332,0.5888888888888888,0.8827508687973022,0.20325791835784912
TLDUMMY-CSP-MIC-P-SVM,"[0, 1, 4, 1, 0, 0]",TLDUMMY,CSP,MIC-P,SVM,,,0,1,4,1,0,0,0.5593333333333333,0.5433333333333332,0.279954719543457,0.186975359916687
TLDUMMY-CSP-MIC-P-LDA,"[0, 1, 4, 2, 0, 0]",TLDUMMY,CSP,MIC-P,LDA,,,0,1,4,2,0,0,0.5519999999999999,0.5533333333333333,0.2631704807281494,0.19826831817626953
TLDUMMY-CSP-MIC-P-LR,"[0, 1, 4, 3, 0, 0]",TLDUMMY,CSP,MIC-P,LR,,,0,1,4,3,0,0,0.5446666666666665,0.5544444444444444,0.2471475124359131,0.20257248878479003
TLDUMMY-CSP-MIC-P-KNN,"[0, 1, 4, 4, 0, 0]",TLDUMMY,CSP,MIC-P,KNN,,,0,1,4,4,0,0,0.72,0.5566666666666666,0.24946916103363037,0.19946186542510985
TLDUMMY-CSP-MIC-P-DTC,"[0, 1, 4, 5, 0, 0]",TLDUMMY,CSP,MIC-P,DTC,,,0,1,4,5,0,0,1.0,0.5288888888888887,0.24690694808959962,0.18705461025238038
TLDUMMY-CSP-MIC-P-RFC,"[0, 1, 4, 6, 0, 0]",TLDUMMY,CSP,MIC-P,RFC,,,0,1,4,6,0,0,1.0,0.5633333333333332,0.42964372634887693,0.21469886302948
TLDUMMY-CSP-MIC-P-ETC,"[0, 1, 4, 7, 0, 0]",TLDUMMY,CSP,MIC-P,ETC,,,0,1,4,7,0,0,1.0,0.5655555555555555,0.3622322082519531,0.19324135780334473
TLDUMMY-CSP-MIC-P-ABC,"[0, 1, 4, 8, 0, 0]",TLDUMMY,CSP,MIC-P,ABC,,,0,1,4,8,0,0,0.74,0.571111111111111,0.33195507526397705,0.19277095794677734
TLDUMMY-CSP-MIC-P-GBC,"[0, 1, 4, 9, 0, 0]",TLDUMMY,CSP,MIC-P,GBC,,,0,1,4,9,0,0,0.9966666666666667,0.5577777777777777,0.39841175079345703,0.21000518798828124
TLDUMMY-CSP-MIC-P-GNB,"[0, 1, 4, 10, 0, 0]",TLDUMMY,CSP,MIC-P,GNB,,,0,1,4,10,0,0,0.5386666666666666,0.49222222222222217,0.2595739126205444,0.20141339302062988
TLDUMMY-CSP-MIC-P-MLP,"[0, 1, 4, 11, 0, 0]",TLDUMMY,CSP,MIC-P,MLP,,,0,1,4,11,0,0,0.5906666666666667,0.5377777777777777,0.4270275354385376,0.18378629684448242
TLDUMMY-CSP-PCA-SVM,"[0, 1, 5, 1, 0, 0]",TLDUMMY,CSP,PCA,SVM,,,0,1,5,1,0,0,0.5673333333333334,0.5511111111111111,0.26130127906799316,0.18502867221832275
TLDUMMY-CSP-PCA-LDA,"[0, 1, 5, 2, 0, 0]",TLDUMMY,CSP,PCA,LDA,,,0,1,5,2,0,0,0.5593333333333332,0.5522222222222222,0.2530999183654785,0.17733187675476075
TLDUMMY-CSP-PCA-LR,"[0, 1, 5, 3, 0, 0]",TLDUMMY,CSP,PCA,LR,,,0,1,5,3,0,0,0.5593333333333332,0.5577777777777777,0.25575718879699705,0.1860180377960205
TLDUMMY-CSP-PCA-KNN,"[0, 1, 5, 4, 0, 0]",TLDUMMY,CSP,PCA,KNN,,,0,1,5,4,0,0,0.688,0.5299999999999999,0.2475304126739502,0.19395720958709717
TLDUMMY-CSP-PCA-DTC,"[0, 1, 5, 5, 0, 0]",TLDUMMY,CSP,PCA,DTC,,,0,1,5,5,0,0,1.0,0.5177777777777777,0.2546207427978516,0.17740845680236816
TLDUMMY-CSP-PCA-RFC,"[0, 1, 5, 6, 0, 0]",TLDUMMY,CSP,PCA,RFC,,,0,1,5,6,0,0,1.0,0.5444444444444445,0.41364619731903074,0.19353911876678467
TLDUMMY-CSP-PCA-ETC,"[0, 1, 5, 7, 0, 0]",TLDUMMY,CSP,PCA,ETC,,,0,1,5,7,0,0,1.0,0.5577777777777777,0.3669353723526001,0.1930370807647705
TLDUMMY-CSP-PCA-ABC,"[0, 1, 5, 8, 0, 0]",TLDUMMY,CSP,PCA,ABC,,,0,1,5,8,0,0,0.7313333333333334,0.5544444444444445,0.3455278158187866,0.20170416831970214
TLDUMMY-CSP-PCA-GBC,"[0, 1, 5, 9, 0, 0]",TLDUMMY,CSP,PCA,GBC,,,0,1,5,9,0,0,0.9946666666666667,0.5355555555555556,0.3675891876220703,0.1766188144683838
TLDUMMY-CSP-PCA-GNB,"[0, 1, 5, 10, 0, 0]",TLDUMMY,CSP,PCA,GNB,,,0,1,5,10,0,0,0.538,0.5277777777777777,0.2453317880630493,0.19082353115081788
TLDUMMY-CSP-PCA-MLP,"[0, 1, 5, 11, 0, 0]",TLDUMMY,CSP,PCA,MLP,,,0,1,5,11,0,0,0.7513333333333332,0.5633333333333332,0.7343419551849365,0.1629349946975708
TLDUMMY-CSP-LASSO-SVM,"[0, 1, 6, 1, 0, 0]",TLDUMMY,CSP,LASSO,SVM,,,0,1,6,1,0,0,0.5846666666666666,0.5855555555555555,0.2549203634262085,0.17795448303222655
TLDUMMY-CSP-LASSO-LDA,"[0, 1, 6, 2, 0, 0]",TLDUMMY,CSP,LASSO,LDA,,,0,1,6,2,0,0,0.5740000000000001,0.591111111111111,0.27304553985595703,0.19170215129852294
TLDUMMY-CSP-LASSO-LR,"[0, 1, 6, 3, 0, 0]",TLDUMMY,CSP,LASSO,LR,,,0,1,6,3,0,0,0.5753333333333333,0.5877777777777777,0.271404767036438,0.1958986759185791
TLDUMMY-CSP-LASSO-KNN,"[0, 1, 6, 4, 0, 0]",TLDUMMY,CSP,LASSO,KNN,,,0,1,6,4,0,0,0.7013333333333333,0.5733333333333333,0.25460066795349123,0.20291566848754883
TLDUMMY-CSP-LASSO-DTC,"[0, 1, 6, 5, 0, 0]",TLDUMMY,CSP,LASSO,DTC,,,0,1,6,5,0,0,1.0,0.54,0.2516542911529541,0.18309905529022216
TLDUMMY-CSP-LASSO-RFC,"[0, 1, 6, 6, 0, 0]",TLDUMMY,CSP,LASSO,RFC,,,0,1,6,6,0,0,1.0,0.5599999999999999,0.4113324165344238,0.1950690269470215
TLDUMMY-CSP-LASSO-ETC,"[0, 1, 6, 7, 0, 0]",TLDUMMY,CSP,LASSO,ETC,,,0,1,6,7,0,0,1.0,0.5599999999999999,0.3771094083786011,0.18701655864715577
TLDUMMY-CSP-LASSO-ABC,"[0, 1, 6, 8, 0, 0]",TLDUMMY,CSP,LASSO,ABC,,,0,1,6,8,0,0,0.734,0.5977777777777777,0.336788535118103,0.20078012943267823
TLDUMMY-CSP-LASSO-GBC,"[0, 1, 6, 9, 0, 0]",TLDUMMY,CSP,LASSO,GBC,,,0,1,6,9,0,0,0.9966666666666667,0.5588888888888889,0.3787007570266724,0.19917144775390624
TLDUMMY-CSP-LASSO-GNB,"[0, 1, 6, 10, 0, 0]",TLDUMMY,CSP,LASSO,GNB,,,0,1,6,10,0,0,0.5553333333333335,0.5066666666666666,0.2566001176834106,0.20018517971038818
TLDUMMY-CSP-LASSO-MLP,"[0, 1, 6, 11, 0, 0]",TLDUMMY,CSP,LASSO,MLP,,,0,1,6,11,0,0,0.6506666666666667,0.5588888888888889,0.5515433073043823,0.15705404281616211
TLDUMMY-CSP-RFE-SVM,"[0, 1, 7, 1, 0, 0]",TLDUMMY,CSP,RFE,SVM,,,0,1,7,1,0,0,0.594,0.6066666666666667,0.3083574056625366,0.20278022289276124
TLDUMMY-CSP-RFE-LDA,"[0, 1, 7, 2, 0, 0]",TLDUMMY,CSP,RFE,LDA,,,0,1,7,2,0,0,0.5833333333333334,0.6066666666666667,0.2464998722076416,0.18619136810302733
TLDUMMY-CSP-RFE-LR,"[0, 1, 7, 3, 0, 0]",TLDUMMY,CSP,RFE,LR,,,0,1,7,3,0,0,0.5839999999999999,0.6022222222222222,0.2533500909805298,0.20214228630065917
TLDUMMY-CSP-RFE-KNN,"[0, 1, 7, 4, 0, 0]",TLDUMMY,CSP,RFE,KNN,,,0,1,7,4,0,0,0.6766666666666666,0.5411111111111111,0.2562614917755127,0.2059704065322876
TLDUMMY-CSP-RFE-DTC,"[0, 1, 7, 5, 0, 0]",TLDUMMY,CSP,RFE,DTC,,,0,1,7,5,0,0,1.0,0.5155555555555555,0.25103771686553955,0.20158469676971436
TLDUMMY-CSP-RFE-RFC,"[0, 1, 7, 6, 0, 0]",TLDUMMY,CSP,RFE,RFC,,,0,1,7,6,0,0,1.0,0.5544444444444444,0.4019822835922241,0.19743092060089112
TLDUMMY-CSP-RFE-ETC,"[0, 1, 7, 7, 0, 0]",TLDUMMY,CSP,RFE,ETC,,,0,1,7,7,0,0,1.0,0.5722222222222222,0.36918206214904786,0.19266326427459718
TLDUMMY-CSP-RFE-ABC,"[0, 1, 7, 8, 0, 0]",TLDUMMY,CSP,RFE,ABC,,,0,1,7,8,0,0,0.8099999999999999,0.5855555555555554,0.33379199504852297,0.2095862865447998
TLDUMMY-CSP-RFE-GBC,"[0, 1, 7, 9, 0, 0]",TLDUMMY,CSP,RFE,GBC,,,0,1,7,9,0,0,1.0,0.5611111111111111,0.4089201927185059,0.19347188472747803
TLDUMMY-CSP-RFE-GNB,"[0, 1, 7, 10, 0, 0]",TLDUMMY,CSP,RFE,GNB,,,0,1,7,10,0,0,0.5426666666666667,0.5011111111111111,0.25545971393585204,0.20501210689544677
TLDUMMY-CSP-RFE-MLP,"[0, 1, 7, 11, 0, 0]",TLDUMMY,CSP,RFE,MLP,,,0,1,7,11,0,0,0.8053333333333335,0.5722222222222222,0.9632429838180542,0.1897123336791992
TLDUMMY-CSP-RFECV-SVM,"[0, 1, 8, 1, 0, 0]",TLDUMMY,CSP,RFECV,SVM,,,0,1,8,1,0,0,0.5726666666666667,0.6022222222222222,0.43404245376586914,0.18369643688201903
TLDUMMY-CSP-RFECV-LDA,"[0, 1, 8, 2, 0, 0]",TLDUMMY,CSP,RFECV,LDA,,,0,1,8,2,0,0,0.5820000000000001,0.6011111111111112,0.2667408466339111,0.20268287658691406
TLDUMMY-CSP-RFECV-LR,"[0, 1, 8, 3, 0, 0]",TLDUMMY,CSP,RFECV,LR,,,0,1,8,3,0,0,0.5826666666666667,0.5955555555555556,0.25674664974212646,0.1902773141860962
TLDUMMY-CSP-RFECV-KNN,"[0, 1, 8, 4, 0, 0]",TLDUMMY,CSP,RFECV,KNN,,,0,1,8,4,0,0,0.7113333333333333,0.5599999999999999,0.27122979164123534,0.21417980194091796
TLDUMMY-CSP-RFECV-DTC,"[0, 1, 8, 5, 0, 0]",TLDUMMY,CSP,RFECV,DTC,,,0,1,8,5,0,0,1.0,0.5455555555555555,0.2685985088348389,0.1978391408920288
TLDUMMY-CSP-RFECV-RFC,"[0, 1, 8, 6, 0, 0]",TLDUMMY,CSP,RFECV,RFC,,,0,1,8,6,0,0,1.0,0.551111111111111,0.41998882293701173,0.1945127487182617
TLDUMMY-CSP-RFECV-ETC,"[0, 1, 8, 7, 0, 0]",TLDUMMY,CSP,RFECV,ETC,,,0,1,8,7,0,0,1.0,0.5588888888888889,0.37764811515808105,0.2034994602203369
TLDUMMY-CSP-RFECV-ABC,"[0, 1, 8, 8, 0, 0]",TLDUMMY,CSP,RFECV,ABC,,,0,1,8,8,0,0,0.692,0.6077777777777778,0.3339280366897583,0.18428993225097656
TLDUMMY-CSP-RFECV-GBC,"[0, 1, 8, 9, 0, 0]",TLDUMMY,CSP,RFECV,GBC,,,0,1,8,9,0,0,0.9626666666666667,0.5422222222222222,0.3684797763824463,0.1805119276046753
TLDUMMY-CSP-RFECV-GNB,"[0, 1, 8, 10, 0, 0]",TLDUMMY,CSP,RFECV,GNB,,,0,1,8,10,0,0,0.5713333333333334,0.5777777777777777,0.2636047601699829,0.18660037517547606
TLDUMMY-CSP-RFECV-MLP,"[0, 1, 8, 11, 0, 0]",TLDUMMY,CSP,RFECV,MLP,,,0,1,8,11,0,0,0.6026666666666667,0.6011111111111112,0.38177192211151123,0.16275224685668946
TLDUMMY-TRCSP-SVM,"[0, 2, 0, 1, 0, 0]",TLDUMMY,TRCSP,,SVM,,,0,2,0,1,0,0,0.6233333333333333,0.5655555555555556,0.2683054208755493,0.1721026659011841
TLDUMMY-TRCSP-LDA,"[0, 2, 0, 2, 0, 0]",TLDUMMY,TRCSP,,LDA,,,0,2,0,2,0,0,0.6273333333333333,0.5433333333333333,0.24680705070495607,0.19195539951324464
TLDUMMY-TRCSP-LR,"[0, 2, 0, 3, 0, 0]",TLDUMMY,TRCSP,,LR,,,0,2,0,3,0,0,0.6293333333333333,0.5677777777777777,0.26790032386779783,0.20067017078399657
TLDUMMY-TRCSP-KNN,"[0, 2, 0, 4, 0, 0]",TLDUMMY,TRCSP,,KNN,,,0,2,0,4,0,0,0.706,0.5544444444444444,0.24590461254119872,0.1877894639968872
TLDUMMY-TRCSP-DTC,"[0, 2, 0, 5, 0, 0]",TLDUMMY,TRCSP,,DTC,,,0,2,0,5,0,0,1.0,0.5399999999999999,0.2550825119018555,0.19481234550476073
TLDUMMY-TRCSP-RFC,"[0, 2, 0, 6, 0, 0]",TLDUMMY,TRCSP,,RFC,,,0,2,0,6,0,0,1.0,0.5355555555555556,0.41542277336120603,0.19867868423461915
TLDUMMY-TRCSP-ETC,"[0, 2, 0, 7, 0, 0]",TLDUMMY,TRCSP,,ETC,,,0,2,0,7,0,0,1.0,0.5511111111111111,0.36200637817382814,0.18689546585083008
TLDUMMY-TRCSP-ABC,"[0, 2, 0, 8, 0, 0]",TLDUMMY,TRCSP,,ABC,,,0,2,0,8,0,0,0.7986666666666666,0.5511111111111111,0.3337118625640869,0.2118007183074951
TLDUMMY-TRCSP-GBC,"[0, 2, 0, 9, 0, 0]",TLDUMMY,TRCSP,,GBC,,,0,2,0,9,0,0,1.0,0.5433333333333333,0.4144111633300781,0.21193149089813232
TLDUMMY-TRCSP-GNB,"[0, 2, 0, 10, 0, 0]",TLDUMMY,TRCSP,,GNB,,,0,2,0,10,0,0,0.5359999999999999,0.5066666666666666,0.24471280574798585,0.20358078479766845
TLDUMMY-TRCSP-MLP,"[0, 2, 0, 11, 0, 0]",TLDUMMY,TRCSP,,MLP,,,0,2,0,11,0,0,0.9426666666666665,0.5333333333333332,0.9255206823348999,0.19695820808410644
TLDUMMY-TRCSP-ANOVA-K-SVM,"[0, 2, 1, 1, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,SVM,,,0,2,1,1,0,0,0.6233333333333333,0.5655555555555556,0.2618176698684692,0.18543405532836915
TLDUMMY-TRCSP-ANOVA-K-LDA,"[0, 2, 1, 2, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,LDA,,,0,2,1,2,0,0,0.6273333333333333,0.5433333333333333,0.2539095401763916,0.1959672451019287
TLDUMMY-TRCSP-ANOVA-K-LR,"[0, 2, 1, 3, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,LR,,,0,2,1,3,0,0,0.6293333333333333,0.5677777777777777,0.2463303565979004,0.18543097972869874
TLDUMMY-TRCSP-ANOVA-K-KNN,"[0, 2, 1, 4, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,KNN,,,0,2,1,4,0,0,0.706,0.5544444444444444,0.2577739477157593,0.19581985473632812
TLDUMMY-TRCSP-ANOVA-K-DTC,"[0, 2, 1, 5, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,DTC,,,0,2,1,5,0,0,1.0,0.5344444444444444,0.2437511682510376,0.19720916748046874
TLDUMMY-TRCSP-ANOVA-K-RFC,"[0, 2, 1, 6, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,RFC,,,0,2,1,6,0,0,1.0,0.5433333333333333,0.42775893211364746,0.2080472707748413
TLDUMMY-TRCSP-ANOVA-K-ETC,"[0, 2, 1, 7, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,ETC,,,0,2,1,7,0,0,1.0,0.5433333333333333,0.3726184368133545,0.20640671253204346
TLDUMMY-TRCSP-ANOVA-K-ABC,"[0, 2, 1, 8, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,ABC,,,0,2,1,8,0,0,0.7986666666666666,0.5511111111111111,0.34298415184020997,0.1924290657043457
TLDUMMY-TRCSP-ANOVA-K-GBC,"[0, 2, 1, 9, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,GBC,,,0,2,1,9,0,0,1.0,0.5433333333333333,0.439577579498291,0.19399540424346923
TLDUMMY-TRCSP-ANOVA-K-GNB,"[0, 2, 1, 10, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,GNB,,,0,2,1,10,0,0,0.5359999999999999,0.5066666666666666,0.26244196891784666,0.18503289222717284
TLDUMMY-TRCSP-ANOVA-K-MLP,"[0, 2, 1, 11, 0, 0]",TLDUMMY,TRCSP,ANOVA-K,MLP,,,0,2,1,11,0,0,0.9366666666666665,0.5477777777777778,0.8556771755218506,0.19016668796539307
TLDUMMY-TRCSP-ANOVA-P-SVM,"[0, 2, 2, 1, 0, 0]",TLDUMMY,TRCSP,ANOVA-P,SVM,,,0,2,2,1,0,0,0.534,0.5455555555555556,0.2514675140380859,0.19352242946624756
TLDUMMY-TRCSP-ANOVA-P-LDA,"[0, 2, 2, 2, 0, 0]",TLDUMMY,TRCSP,ANOVA-P,LDA,,,0,2,2,2,0,0,0.5433333333333333,0.55,0.2507297992706299,0.17892765998840332
TLDUMMY-TRCSP-ANOVA-P-LR,"[0, 2, 2, 3, 0, 0]",TLDUMMY,TRCSP,ANOVA-P,LR,,,0,2,2,3,0,0,0.548,0.5622222222222222,0.2553208827972412,0.18564460277557374
